id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
A011,Alignment Interaction,Global search row highlight and autoscroll,P3,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-interactions-uploaded.cy.ts,Use the global search path while Alignment is active and verify matching rows highlight and scroll into view.,Matching label rows gain the highlight class; the first match scrolls into view when needed; clearing the search removes the highlight.,,Covered with the maintained global-search exact-ID path on uploaded node+link Alignment data.,2026-04-03
A012,Export,Amino-acid mode export content,P3,Covered,syntax,Combo,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,Switch Alignment to Amino Acids and then export data artifacts.,Exported FASTA content reflects translated amino-acid sequences rather than nucleotide strings; sequence headers remain stable in AA mode; exported sequence-line lengths match the translated aa window.,,Covered by the maintained amino-acid FASTA export path on uploaded data.,2026-04-03
A013,Load Alignment,Graceful handling for non-sequence file types,P1,Covered,file-type,Behavior,distance edgelist; matrix; newick,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; AngularTesting_seqs_TN93_BS.nwk,cypress/e2e/journeys/flows/alignment-unsupported-inputs.cy.ts,Launch or switch to Alignment from file types that do not carry sequence strings and verify the product handles them cleanly.,"The app should not hang or crash; Alignment should communicate that no sequence-bearing nodes are available, or the unsupported path should be blocked clearly.",,Covered with the maintained non-sequence empty-state path for uploaded edgelist-only matrix and Newick data after the unsupported-input runtime-error fix.,2026-04-04
A014,Alignment Data,Start and end position windowing,P1,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-data-uploaded.cy.ts,Change Start Position and End Position on uploaded data and verify the active Alignment window updates coherently.,The displayed length text updates; the rendered canvas width changes with the active range; top ruler labels stay within the selected window; Alignment remains interactive after each range change.,,Covered by the maintained uploaded-data windowing journey.,2026-04-03
A015,Alignment Data,Sequence type switch to Codons,P1,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-data-uploaded.cy.ts,Switch Sequence from Nucleotides to Codons on uploaded data.,selectedSeqType updates to codon; codon spacing appears in the transformed sequence content; the view remains interactive and aligned after the conversion.,,Covered alongside the amino-acid branch in the maintained data-control spec.,2026-04-03
A016,Alignment Data,Sequence type switch to Amino Acids,P1,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-data-uploaded.cy.ts,Switch Sequence from Nucleotides to Amino Acids on uploaded data.,selectedSeqType updates to aa; the rendered Alignment switches to amino-acid mode; the length string reports nt-to-aa conversion; Alignment remains interactive.,,This is now covered in the maintained uploaded-data data-control suite.,2026-04-03
A017,Alignment Data,Amino-acid translation settings,P1,Covered,feature-behavior,Behavior,uploaded sequence node list with gaps,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-data-uploaded.cy.ts,"While in Amino Acids mode, switch Translation Settings between Maintain Codons and Maintain Reading Frame.",Rendered amino-acid sequences change on gapped codon inputs where expected; the selected translation mode persists; the view stays aligned after each change.,,Covered with a deterministic gapped 2-52 nt window on the uploaded AngularTesting node-list fixture.,2026-04-03
A018,Alignment Layout,Ruler minor interval control,P2,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-settings-advanced-uploaded.cy.ts,"Change Ruler Minor Interval, including 0, on uploaded data.","Minor ruler tick labels update to the selected interval; interval 0 removes minor ticks; major ruler markings remain coherent.",,"Covered in the maintained advanced-settings suite after the Alignment ruler dropdown began exposing the 0 branch reliably and the zero-interval assertions were restored.",2026-04-04
A019,Alignment Layout,Show Characters modes,P2,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-settings-advanced-uploaded.cy.ts,"Toggle Show Characters between Show, Minimum, and Hide on uploaded data.","Canvas text rendering changes across Show, Minimum, and Hide; the show path draws the most text; minimum mode preserves reduced text rendering; Alignment remains interactive after each switch.",,"Covered with canvas dark-pixel comparisons on uploaded node+link Alignment data.",2026-04-03
A020,Alignment Interaction,Mini-map navigation click and highlight,P1,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-interactions-uploaded.cy.ts,Use the mini-map hover and click path on uploaded data to navigate to a new region in the alignment.,"The mini-map highlight appears and updates with pointer movement; clicking the mini-map updates canvasHolder, canvasLabels, and alignmentTop scroll positions coherently.",,Covered in the maintained uploaded-data interaction suite with mini-map highlight plus click-driven navigation assertions.,2026-04-03
A021,Alignment Interaction,Position tooltip on top hover,P2,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-interactions-uploaded.cy.ts,Hover a position in the Alignment top SVG and verify the per-position tooltip renders and hides correctly.,The tooltip becomes visible on hover; it includes the hovered position and per-base proportions; it hides on mouseleave.,,Covered through the maintained per-position tooltip show/hide path on uploaded Alignment data.,2026-04-03
A022,Alignment Interaction,Canvas and label scroll sync,P2,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-interactions-uploaded.cy.ts,Scroll the Alignment canvas on uploaded data and verify labels and top ruler stay synchronized.,Horizontal canvas scroll updates alignmentTop scrollLeft; vertical canvas scroll updates canvasLabels scrollTop; the rows stay visually aligned with the rendered sequence canvas.,,Covered in the maintained interaction suite with explicit canvasScroll sync assertions after manual scroll changes.,2026-04-03
A023,Alignment Labels and Order,Label-field change,P2,Covered,feature-behavior,Behavior,uploaded sequence node list with multiple node fields,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-settings-advanced-uploaded.cy.ts,Change the Alignment Labels field on uploaded data.,Label rows switch to the selected node field; row count stays stable; the backing alignView-labelField widget updates.,,Covered with the maintained Gender-label branch on uploaded sequence-node data.,2026-04-03
A024,Alignment Labels and Order,Sort-by change,P2,Covered,feature-behavior,Behavior,uploaded sequence node list with categorical and numeric fields,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-settings-advanced-uploaded.cy.ts,Change Sort By on uploaded data across at least one numeric and one categorical field.,Row order changes deterministically for both numeric and string sort paths; the rendered canvas stays aligned with the labels after sorting; the backing widget updates.,,"Covered with Age then Subtype ordering assertions in the maintained uploaded-data settings suite.",2026-04-03
A025,Alignment Sizing,Size presets small medium large,P2,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-appearance-uploaded.cy.ts,"Switch Size through Small, Medium, and Large on uploaded data.","spanHeight, spanWidth, fontSize, and left label width update to the preset values; rendered canvas dimensions change accordingly.",,"Covered through maintained Small, Medium, and Large preset assertions before the custom-size branch.",2026-04-03
A026,Alignment Sizing,Custom height and width,P2,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-appearance-uploaded.cy.ts,Set custom Height and Width values on uploaded data.,The control switches to Custom size mode; spanHeight and spanWidth persist to widgets; rendered canvas and export-resolution text update accordingly.,,Covered in the maintained uploaded-data appearance suite.,2026-04-03
A027,Alignment Colors,Alternative nucleotide color scheme,P2,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-appearance-uploaded.cy.ts,Switch Color Scheme from Normal to Alternative on uploaded nucleotide data.,Rendered canvas colors change to the alternative palette; the mini-map updates to the same palette; the backing color-scheme widget updates.,,Covered with canvas and mini-map pixel sampling on uploaded sequence-node data.,2026-04-03
A028,Alignment Colors,Custom nucleotide color scheme,P2,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-appearance-uploaded.cy.ts,Switch Color Scheme to Custom and edit one or more nucleotide colors on uploaded data.,Only the targeted nucleotide categories change to the edited colors in the canvas and mini-map; the custom color values persist in widgets.,,Covered with a maintained custom A-color branch on uploaded sequence-node data.,2026-04-03
A029,Alignment Colors,Amino-acid color palette behavior,P3,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-appearance-uploaded.cy.ts,Switch into Amino Acids mode and verify Alignment uses the amino-acid palette instead of the nucleotide custom-color controls.,The amino-acid palette is applied to the rendered canvas; nucleotide custom-color controls are not shown in AA mode.,,Covered after switching the maintained color-path suite into Amino Acids mode.,2026-04-03
A030,Export,Alignment image export to PNG,P1,Covered,file-type,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,Export the uploaded Alignment view as a PNG image.,A non-empty PNG file is written to cypress/downloads; the export resolution text is consistent with the current size settings.,,This now covers the image-export format counterpart to the maintained SVG path.,2026-04-03
A031,Export,Alignment data export to MEGA,P2,Covered,syntax,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,Export the uploaded Alignment data as a MEGA file.,A .meg file is written to cypress/downloads; the file contains the expected MEGA header plus sequence identifiers and sequence data.,,Covered in the maintained uploaded-data export suite.,2026-04-03
A032,Export,Consensus option on FASTA and MEGA exports,P2,Covered,syntax,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,Enable Include Consensus for Alignment data exports and verify the consensus sequence is written.,The exported FASTA and MEGA files contain a consensus entry in addition to the uploaded sequences; the consensus content is non-empty and correctly positioned.,,Covered by maintained consensus FASTA and consensus MEGA export assertions on uploaded data.,2026-04-03
A033,Export,Consensus option on DataTable CSV export,P2,Covered,syntax,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,Enable Include Consensus for Alignment DataTable export.,The exported CSV includes consensus-related columns and non-empty consensus values when the option is enabled.,,Covered in the maintained uploaded-data export suite.,2026-04-03
A034,Alignment Integration,Selected-row highlight sync,P3,Covered,feature-behavior,Behavior,uploaded node + link with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/alignment-interactions-uploaded.cy.ts,"Select nodes elsewhere in the app, then switch to Alignment and verify the corresponding rows highlight and scroll into view.",Selected Alignment label rows get the highlight class; the first selected row scrolls into view when needed; unrelated rows remain unhighlighted.,,Covered by maintained external session-selection assertions after document-level node-selected events.,2026-04-03
A035,Alignment Layout,Amino-acid top display logo branch,P2,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-controls-uploaded.cy.ts,"Switch uploaded Alignment into Amino Acids mode and verify the top display can render the AA logo branch.","selectedSeqType updates to aa; the top-display title switches to Logo; the top SVG renders amino-acid glyph classes from the translated data rather than only the nucleotide branch.",,"Added after auditing the component and noticing the AA-specific top-render branch was not enumerated in the original tracker.",2026-04-04
A036,Alignment Interaction,Amino-acid tooltip content,P3,Covered,feature-behavior,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-interactions-uploaded.cy.ts,"Switch uploaded Alignment into Amino Acids mode and verify the per-position tooltip uses AA content.","The tooltip header shows AA mode; it lists amino-acid labels from the translated proportion matrix; it still hides cleanly on mouseleave.",,"Added after auditing the AA-specific tooltip/tabulate branch that was not called out in the original tracker.",2026-04-04
A037,Export,Amino-acid MEGA export syntax,P2,Covered,syntax,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,"Switch uploaded Alignment into Amino Acids mode and export the translated data as MEGA.","The exported .meg file contains the MEGA header; it declares DataType=Protein; translated sequence identifiers remain stable in AA mode.",,"Added after auditing the AA-specific exportData branch that was not listed in the original tracker.",2026-04-04
A038,Export,Amino-acid consensus DataTable export syntax,P2,Covered,syntax,Behavior,uploaded sequence node list,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/alignment-export-uploaded.cy.ts,"Switch uploaded Alignment into Amino Acids mode and export the consensus-enabled DataTable CSV.","The exported CSV uses the amino-acid consensus header schema; the first row contains an AA consensus token; AA position columns are emitted instead of the nucleotide schema.",,"Added after auditing the AA-specific exportDataTable consensus branch that was not listed in the original tracker.",2026-04-04
