id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
CT011,Export And Persistence,CSV export,P1,Covered,file-type,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab data as CSV.,A non-empty CSV file is written to downloads; content includes the Total row.,,,2026-04-03
CT012,Export And Persistence,JSON export,P1,Covered,file-type,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab data as JSON.,A non-empty JSON array is written to downloads.,,,2026-04-03
CT013,Export And Persistence,XLSX export,P1,Covered,file-type,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab data as XLSX.,A non-empty XLSX file is written to downloads.,,,2026-04-03
CT014,Export And Persistence,PDF export dialog behavior,P1,Covered,file-type,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab data as PDF.,A non-empty PDF file is written to downloads and the Export Crosstab dialog closes after completion.,,Originally captured the observed CTBG001 behavior; now converted back to intended-behavior coverage after the product fix landed.,2026-04-03
CT015,Load Crosstab,Direct file launch to Crosstab default view,P1,Covered,file-type,Smoke,distance edgelist; matrix; fasta; node + link; node with sequences; newick,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk,cypress/e2e/journeys/flows/upload-launch-crosstab.cy.ts,Set File Settings default view to Crosstab before launch and verify the uploaded dataset reaches an interactive Crosstab without requiring a post-launch view switch.,The Processing Files path should finish cleanly; Crosstab should be the first interactive rendered view; rendered header/body/footer should match the visible-node aggregation on launch.,,Covered by the maintained six-format direct-launch Crosstab journey after exposing Crosstab in File Settings and preserving the requested default view through Newick processing.,2026-04-03
CT016,Crosstab Settings,Default widget state on first open,P1,Covered,feature-behavior,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-view.cy.ts,Open Crosstab without prior saved widget state and verify the default field selections and single-axis title branch are applied.,"Default state should be x=cluster, y=None, and proportion=false; the title should resolve to the single-axis cluster branch and the footer total should match visible nodes.",,Covered in the maintained sample-data Crosstab view-state spec.,2026-04-03
CT017,Crosstab Settings,None-axis title branches,P2,Covered,feature-behavior,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-view.cy.ts,Set one axis and then both axes to None and verify the title and table shape follow the explicit Crosstab title branches.,"With x=None and y set, the title should use the y field only; with both axes None, the title should be blank and the table should remain renderable with a correct footer total.",,Covered in the maintained sample-data Crosstab view-state spec.,2026-04-03
CT018,Crosstab Refresh,Filtering refresh while Crosstab is active,P1,Covered,feature-behavior,Combo,uploaded node + link; distance edgelist,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/crosstab-refresh-uploaded.cy.ts,Change visible membership while Crosstab is open and verify the table recomputes from the filtered visible nodes.,Rendered header/body/footer should recompute after filtering; the footer total should match the new visible-node count; no stale rows should remain from the pre-filter state.,,Covered by the maintained uploaded refresh journey after the active-view Crosstab refresh fix landed.,2026-04-03
CT019,Crosstab Refresh,Cluster-update reactivity when grouped by cluster,P1,Covered,feature-behavior,Combo,sample dataset; uploaded node + link,demo session sample dataset; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/crosstab-refresh-uploaded.cy.ts,Trigger a cluster recalculation while Crosstab is grouped by cluster and verify the table refreshes automatically.,"When x or y is cluster, the rendered Crosstab should refresh after clusterUpdate$ and match the new cluster membership without a manual view reopen.",,Covered by the maintained uploaded refresh journey which exercises cluster-grouped Crosstab refresh under filter-driven cluster changes.,2026-04-03
CT020,Crosstab Settings,Pivot while proportion is active,P2,Covered,feature-behavior,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-view.cy.ts,Enable Proportion and then pivot the Crosstab to verify the swapped table preserves the proportional totals and values.,"After pivoting a proportional table, header/body/footer should match the transposed proportional model and the footer total should remain 1.000.",,Covered in the maintained sample-data Crosstab view-state spec.,2026-04-03
CT021,Export And Persistence,JSON export null handling and current-column shape,P2,Covered,syntax,Behavior,sample dataset with injected null category,demo session sample dataset + synthetic cypress_null_category field,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab as JSON from data that includes null categorical values and verify the serialized rows preserve the current visible columns without a Total property.,JSON rows should convert the literal null bucket back to JSON null and omit the Total column from each exported object.,,Covered in the maintained export spec by injecting a deterministic null-bearing categorical field into the sample dataset before exporting JSON.,2026-04-03
CT022,Export And Persistence,CSV export content fidelity,P2,Covered,syntax,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab as CSV after changing axes and verify the file contains the current headers body values and Total row.,CSV content should reflect the currently selected axes and visible columns and include the footer Total row exactly once.,,Covered in the maintained Crosstab export spec by parsing the CSV and comparing it to the live table model.,2026-04-03
CT023,Export And Persistence,XLSX export content fidelity,P2,Covered,syntax,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab as XLSX after changing axes and verify the worksheet contains the current headers body values and Total row.,The worksheet should reflect the currently selected axes and visible columns and include the footer Total row exactly once.,,Covered in the maintained Crosstab export spec by parsing the worksheet and comparing it to the live table model.,2026-04-03
CT024,Export And Persistence,Style or session restore of Crosstab widget state,P1,Covered,file-type,Combo,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-view.cy.ts,Save or apply a style or session with customized Crosstab axes and proportion state and verify the restored view rehydrates those controls and the table.,Restored x field y field and proportion toggle should match the saved state and produce the corresponding rendered Crosstab on reopen.,,Covered in the maintained view-state spec by mutating session style widgets and calling applyStyleFileSettings().,2026-04-03
CT025,Export And Persistence,Invalid saved field fallback to None,P1,Covered,file-type,Behavior,sample dataset with widget mutation,demo session sample dataset,cypress/e2e/view-state/crosstab-view.cy.ts,Apply a Crosstab widget state containing removed or invalid field names and verify the view falls back safely instead of retaining stale selections.,Invalid saved x or y fields should reset to None; the widgets store should be rewritten to None; the table should still render without errors.,,Covered in the maintained view-state spec by injecting invalid Crosstab widget fields before applyStyleFileSettings().,2026-04-03
CT026,Crosstab Empty State,No visible nodes after filtering,P2,Covered,feature-behavior,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-view.cy.ts,Filter the network down to zero visible nodes while Crosstab is open and verify the table handles the empty dataset safely.,No runtime error should occur; the table should render an empty body with a correct zero footer or a clear empty state; controls should remain usable.,,Covered in the maintained view-state spec by forcing zero visible nodes and asserting the empty rendered Crosstab state remains usable.,2026-04-03
CT027,Export And Persistence,PDF export dismisses dialog on success,P1,Covered,file-type,Behavior,sample dataset,demo session sample dataset,cypress/e2e/view-state/crosstab-export.cy.ts,Export Crosstab as PDF and verify the dialog closes after a successful download.,A non-empty PDF file should be written and the Export Crosstab dialog should dismiss on completion.,,Covered by the maintained Crosstab export spec after the PDF dialog-dismiss fix landed.,2026-04-03
CT028,Timeline,Timeline isolation for Crosstab dataset,P1,Covered,feature-behavior,Combo,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/timeline-non-target-view-isolation-uploaded.cy.ts,"Keep Crosstab open on the uploaded COVID timeline fixture, then enable Timeline and move to a deterministic checkpoint that changes global visible membership.",Global node and visible-link metrics change to the checkpoint values while the rendered Crosstab header body and footer remain identical to the pre-timeline baseline.,,Covered by the maintained non-target timeline isolation journey after Crosstab switched to the timeline-ignoring node getter.,2026-04-10
