id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
B021,Styling,Individual node color-table edit reflected on Bubble,P2,Covered,feature-behavior,Behavior,uploaded node + link with categorical node field,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-styling-uploaded.cy.ts,"Color Bubble nodes by a categorical field, then edit one entry in the node color table.",The edited category renders the new color in Bubble while unaffected categories keep their previous colors on uploaded data.,,The maintained uploaded Bubble suite now covers targeted node color-table edits as well.,2026-04-03
B022,Filtering + Styling,Threshold-driven cluster recolor and rebucketing on Bubble,P1,Covered,feature-behavior,Combo,uploaded node + link with threshold-driven cluster churn,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-cluster-recompute-uploaded.cy.ts,"Color nodes by Cluster, place Bubble axes on cluster-backed categories, change the link threshold, and verify Bubble recomputes grouping positions and colors.",link-threshold updates; representative Bubble nodes move into the recomputed cluster buckets; cluster-colored nodes reflect the updated cluster-color mapping on uploaded data.,,The maintained uploaded Bubble suite now covers the high-risk threshold-driven rebucketing path with Cluster on the Bubble X axis.,2026-04-03
B023,Filtering + Styling,Threshold-driven collapsed aggregate recompute on Bubble,P1,Covered,feature-behavior,Combo,uploaded node + link with threshold-driven cluster churn,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-cluster-recompute-uploaded.cy.ts,Repeat the threshold-driven Bubble recompute path with collapse on.,Collapsed Bubble background-image defs change after threshold updates; aggregate node sizes follow the new totalCount values; collapsed composition stays coherent on uploaded data.,,The maintained uploaded Bubble suite now covers the collapsed threshold-plus-cluster-color recompute path as well.,2026-04-03
B024,Interaction,External session-to-Bubble selection and unselect sync,P1,Covered,lib-related,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-selection-uploaded.cy.ts,Mutate uploaded session node.selected externally and dispatch node-selected while Bubble is active.,"Bubble Cytoscape selection and selected-border styling follow external single-select, multi-select, and unselect changes on uploaded data.",,The maintained uploaded Bubble selection journey now covers the external session-driven node-selected path as well.,2026-04-03
B025,Interaction,Bubble multi-select propagates into shared session and 2D,P2,Covered,feature-behavior,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-selection-uploaded.cy.ts,Select multiple Bubble data nodes and verify the same ids become selected in session state and in 2D.,Each selected Bubble node is selected; each matching session node.selected becomes true; corresponding 2D nodes become selected as well.,,The maintained uploaded Bubble selection journey now verifies multi-select propagation instead of only the single-select path.,2026-04-03
B026,Interaction,Bubble unselect propagates into shared session and 2D,P1,Covered,feature-behavior,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-selection-uploaded.cy.ts,"Unselect a previously selected Bubble node and verify the cleared state propagates across Bubble, session, and 2D.",The Bubble node loses selected styling; the matching session node.selected resets to false; the corresponding 2D node becomes unselected.,,The maintained uploaded Bubble selection journey now covers both select and unselect propagation.,2026-04-03
B027,Timeline,Collapsed Bubble timeline playback,P2,Covered,feature-behavior,Behavior,uploaded node + link with timeline dates,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-timeline-controls-uploaded.cy.ts,Start and stop timeline playback while Bubble collapse is on.,The timeline label advances; Bubble aggregate totalCount sums stay aligned with the visible-node count; collapsed node sizes track the timeline-updated totals on uploaded data.,,The maintained uploaded Bubble timeline controls suite now covers the collapsed playback path as well.,2026-04-04
B028,Timeline,Color persistence after Bubble timeline teardown,P2,Covered,feature-behavior,Combo,uploaded node + link with timeline dates,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-timeline-controls-uploaded.cy.ts,"Edit Bubble colors during timeline mode, then disable timeline and verify those color edits persist.",Edited Bubble node colors remain after timeline mode is turned off instead of resetting to pre-timeline defaults on uploaded data.,,The maintained uploaded Bubble timeline controls suite now verifies color persistence after timeline teardown.,2026-04-04
B029,Timeline,Uploaded deterministic Bubble timeline checkpoints,P1,Covered,file-type,Combo,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/bubble-timeline-oracle-uploaded.cy.ts,Enable Timeline on uploaded data while Bubble is active and assert exact Bubble membership at fixed checkpoints.,Bubble rendered membership matches commonService.getVisibleNodes() at exact dates; Bubble rendered node ids match the oracle snapshots; global metrics stay aligned with the oracle while the State axis remains stable across checkpoints.,,This moves Bubble timeline verification onto maintained uploaded fixtures using the same oracle-backed COVID checkpoints as the 2D and Map journeys.,2026-04-03
B030,Navigation,Center Screen refit after zoom drift,P3,Covered,lib-related,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-navigation-uploaded.cy.ts,"Zoom Bubble away from its baseline fit, then use Center Screen to restore the view.",Bubble zoom changes from baseline after the navigation step; Center Screen returns the Cytoscape viewport close to the fitted baseline without dropping nodes.,,This covers the stable zoom-driven refit path for the Bubble toolbar's Center Screen control.,2026-04-03
B031,Export And Persistence,Bubble export to PNG with advanced scale,P3,Covered,file-type,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-export-uploaded.cy.ts,Export Bubble as PNG after changing the advanced scale setting.,The Bubble export dialog updates the calculated dimensions text when scale changes and writes a non-empty PNG file to cypress/downloads/ with the requested filename.,,Covered after moving the shared raster export flow to blob-based downloads; the maintained Bubble PNG export now passes in Electron.,2026-04-04
B032,Bubble Settings,Y-axis date formatting and chronological ordering,P2,Covered,feature-behavior,Behavior,uploaded node + link with collection dates,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Assign the Bubble Y axis to a date field and enable the Date toggle.,The Bubble Y-axis date toggle is enabled; Y-axis labels render formatted dates; nonblank category order follows chronological order; representative uploaded nodes land in the expected Y-axis date buckets.,,This covers the separate yVarDate Bubble code path that was not exercised by the original X-axis date test.,2026-04-04
B033,Styling,Uploaded style file reflected on Bubble,P2,Covered,feature-behavior,Behavior,uploaded node + link plus style file,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/bubble-style-session-roundtrip-uploaded.cy.ts,Apply an uploaded style file before opening Bubble and confirm Bubble reflects the restored styling.,Style-file widgets include Profession node coloring and bubble-size 20; representative Bubble nodes render the style-file profession colors; Bubble node sizes reflect the style-file bubble-size setting.,,This extends maintained style-file coverage from 2D and Map into Bubble instead of relying on global-widget assumptions alone.,2026-04-08
B034,Export And Persistence,Session save and reload preserves Bubble state,P2,Covered,feature-behavior,Behavior,uploaded node + link plus style-backed session,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/bubble-style-session-roundtrip-uploaded.cy.ts,Save a session after configuring Bubble and reload the .microbetrace file.,Bubble widgets for X axis, Y axis, collapse, node size, and node-color-variable persist through session reload; Bubble aggregate sizing remains coherent after reload.,,This adds maintained Bubble-specific session roundtrip coverage instead of stopping at 2D style preservation.,2026-04-08
B035,Export And Persistence,Styled collapsed Bubble pie backgrounds persist after session reload,P2,Covered,feature-behavior,Behavior,uploaded node + link plus style-backed session,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/bubble-style-session-roundtrip-uploaded.cy.ts,Reload a saved session with Bubble collapsed and nodes colored by Profession, then confirm mixed aggregates still render pie backgrounds.,At least one mixed collapsed Bubble aggregate retains a non-none pie-chart background-image after session reload when node-color-variable remains Profession.,,Covered after Bubble began resyncing from the restored session/style state and rebuilding collapsed aggregates when needed during restore.,2026-04-08
B036,Interaction,Collapsed Bubble aggregate selection does not leak into shared node selection,P3,Covered,feature-behavior,Behavior,uploaded node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-selection-uploaded.cy.ts,Select a collapsed Bubble aggregate and confirm it does not mutate shared node selection state.,A collapsed Bubble aggregate can receive local Cytoscape selection without marking any backing session nodes selected and without selecting any 2D nodes.,,This locks in the intended collapsed-selection guard so aggregate selection stays local to Bubble instead of leaking into shared node state.,2026-04-08
B037,Bubble Settings,Invalid uploaded dates collapse into an Unknown Bubble date bucket,P3,Covered,feature-behavior,Behavior,uploaded node + link with injected invalid collection dates,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/bubble-controls-uploaded.cy.ts,Mutate uploaded collection dates to an invalid value before enabling Bubble date mode and verify the rendered date axis remains coherent.,Valid Bubble date labels stay chronological; invalid uploaded dates render through a single Unknown axis label; nodes with invalid dates land in the Unknown date bucket.,,This adds dirty-date resilience coverage on the maintained uploaded Bubble path without needing a dedicated malformed fixture file.,2026-04-08
B038,Dashboard,Hidden Bubble pane refresh under root styling and filtering,P1,Covered,feature-behavior,Combo,uploaded node + link with dashboard peers,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,"cypress/e2e/journeys/flows/dashboard-global-styling-uploaded.cy.ts; cypress/e2e/journeys/flows/dashboard-filtering-propagation-uploaded.cy.ts","Keep Bubble open as one pane in a Golden Layout dashboard, drive root Global Settings styling and filtering changes from outside Bubble, and verify Bubble stays synchronized when refocused.","Bubble node colors follow dashboard node-color changes; Bubble ignores link-color-only changes; Bubble rendered membership resyncs after root filtering even when Bubble was hidden during the change.",,This is the Bubble-specific slice of the first maintained dashboard tranche.,2026-04-10
