id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
T012,Table Controls,Table settings size control,P2,Covered,feature-behavior,Behavior,uploaded node + link,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/table-selection-uploaded.cy.ts,Open Table Settings on uploaded data and change the Table size class.,The settings dialog opens; selecting Large updates `selectedSize` to `p-datatable-lg`; the dialog closes cleanly afterward.,,This is the maintained settings baseline for Table.,2026-04-04
T013,Export,Current-column CSV export,P1,Covered,file-type,Behavior,uploaded node + link,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/table-export-uploaded.cy.ts,Export the active Nodes table as CSV using the default current-column mode.,A non-empty CSV file is written to `cypress/downloads/`; visible node headers and values are present; non-visible columns are omitted from the current-column export.,,Covered on the uploaded Table export flow.,2026-04-03
T014,Export,All-column XLSX export,P1,Covered,file-type,Behavior,uploaded node + link,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/table-export-uploaded.cy.ts,Switch to the Links dataset and export the full table as XLSX using All columns.,A non-empty XLSX file is written to `cypress/downloads/`; parsed workbook rows are present; headers include uploaded link fields such as `Contact type`.,,Covered on the uploaded Table export flow with workbook parsing in the spec.,2026-04-03
T015,Load Table,Direct file launch to Table default view,P1,Covered,file-type,Smoke,"distance edgelist; matrix; fasta; node + link; node with sequences; newick","COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk","cypress/e2e/journeys/flows/table-direct-launch-uploaded.cy.ts","Set File Settings default view to Table before launch and verify the uploaded dataset reaches an interactive Table without requiring a post-launch view switch.","The Processing Files path should finish cleanly; Table should be the first interactive rendered view; SelectedTableData should populate automatically.",,"The maintained direct-launch smoke matrix now passes for all six uploaded file-type paths, including Newick.",2026-04-04
T016,Table Controls,Column multiselect show and hide,P2,Covered,feature-behavior,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-columns-uploaded.cy.ts","Change the selected Table columns through the multi-select and verify both the visible headers and exported current-column CSV reflect the selection.","Visible column headers update to the chosen subset; current-column export reflects the same subset and ordering.",,"Covered with a maintained node-column subset flow that also validates the current-column CSV header set.",2026-04-03
T017,Cross-View,Selection initiated outside Table reorders node rows,P2,Covered,feature-behavior,Combo,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-refresh-uploaded.cy.ts","Select a node in another rendered view such as 2D, switch to Table, and verify the selected node rises to the top there as well.","Cross-view selection state reaches Table; the selected node row becomes first without a direct Table click.",,"Covered by selecting an uploaded 2D node first, then asserting the Node table reorders on entry.",2026-04-03
T018,Table Controls,String filter operators on node data,P1,Covered,feature-behavior,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-filter-operators-uploaded.cy.ts","Change the filter type from Contains to Equals, Not Equals, Starts With, and Ends With on a node field and verify the visible rows update to the correct subset.","Visible row membership matches the selected string operator; the stored node-table filter operator and value remain coherent after the filter applies.",,"Covered with Contains, =, !=, Starts With, and Ends With on the uploaded node Id column.",2026-04-03
T019,Table Controls,Numeric filter operators on link and cluster data,P1,Covered,feature-behavior,Behavior,"uploaded node + link; epi link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv; AngularTesting_Epi_linklist_BS.csv","cypress/e2e/journeys/flows/table-filter-operators-uploaded.cy.ts","Use numeric filter operators such as <, <=, >, and >= on link or cluster columns like Distance, Nodes, or Links and verify the visible rows update deterministically.","Visible row membership matches the selected numeric operator; numeric comparison works on both the Links and Clusters datasets.",,"Covered with uploaded link Distance filters plus cluster Nodes filters on the epi-link fixture.",2026-04-03
T020,Table Controls,Cluster table filter path,P1,Covered,feature-behavior,Behavior,"epi link","AngularTesting_Epi_linklist_BS.csv","cypress/e2e/journeys/flows/table-filter-operators-uploaded.cy.ts","Switch to the Clusters dataset, filter by cluster id or node count, and verify only the expected cluster rows remain visible.","Cluster filters reduce the visible cluster rows to the expected subset; rendered row values match the surviving cluster metrics.",,"Covered on the uploaded epi-link cluster fixture via the cluster Nodes filter path.",2026-04-03
T021,Table Controls,Filter persistence across dataset switches,P1,Covered,feature-behavior,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-controls-uploaded.cy.ts","Apply a filter on Nodes, switch to Links or Clusters, then switch back and verify the prior node filter state is restored.","SelectedTableData.filter persists per dataset type; the original filter input, operator, and visible row subset are restored when returning to that dataset.",,"Covered after `createTable()` began replaying the cached per-dataset filters through the PrimeNG table API during table reconstruction.",2026-04-04
T022,Table Controls,Node deselection restores original row order,P1,Covered,feature-behavior,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-controls-uploaded.cy.ts","Select a node row to promote it to the top of the Table, then unselect it and verify it falls back to its original order.","Node selection state clears in session.data; the deselected row returns to its original visual position instead of staying pinned at the top.",,"Covered in the maintained controls journey after the selected node is demoted back to its original order.",2026-04-03
T023,Cross-View,Table stays in sync while filtering changes outside Table,P1,Covered,feature-behavior,Combo,"distance edgelist","AngularTesting_Distance_linklist_BS.csv","cypress/e2e/journeys/flows/table-refresh-uploaded.cy.ts","Keep Table open, change a filtering control outside Table such as threshold or minimum cluster size, and verify the current Table dataset refreshes to the updated cluster and visibility state.","The current Table dataset rebuilds after `clusterUpdate$`; row values such as cluster, degree, or visible-linked state update without reopening Table.",,"Covered on the uploaded distance-edgelist threshold path by asserting a visible node degree updates in the open Table after the threshold changes.",2026-04-03
T024,Table Controls,Rows-per-page All plus filter round-trip,P2,Covered,feature-behavior,Behavior,"distance edgelist","AngularTesting_Distance_linklist_BS.csv","cypress/e2e/journeys/flows/table-refresh-uploaded.cy.ts","Set the Table paginator to All, apply and clear filters, and switch datasets to verify row-count recalculation stays coherent.","When All is active the visible row count follows the filtered result length and resets correctly after filter removal or dataset switch.",,"Covered on the uploaded 14-node distance-edgelist fixture where the All paginator path is meaningfully larger than the default 10-row page.",2026-04-03
T025,Table Controls,Column selection persistence per dataset,P2,Covered,feature-behavior,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-columns-uploaded.cy.ts","Change the visible columns on Nodes, switch to Links or Clusters, then switch back and verify the prior node column subset is restored.","Visible headers for each dataset persist independently; returning to a dataset restores its prior column subset instead of resetting to defaults.",,"Covered by persisting separate Node and Link column subsets across dataset switches in the maintained Table columns journey.",2026-04-03
T026,Table Controls,Column sort on uploaded data,P2,Covered,file-type,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-controls-uploaded.cy.ts","Click a sortable column header such as Id or Distance and verify the visible rows reorder ascending and descending.","Rendered row order changes with the sort toggle; the top visible values match the expected ascending and descending order.",,"Covered on the uploaded node Id column with ascending, descending, and reset assertions.",2026-04-03
T027,Export,Filtered export only includes filtered rows,P1,Covered,file-type,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-export-uploaded.cy.ts","Apply a Table filter, then export CSV or XLSX and verify only the filtered rows are written.","Exported rows match `dataTable.filteredValue` rather than the full table; row count and exported values match the active filtered subset.",,"Covered via filtered CSV export after fixing the CSV export path to use the active filtered rows.",2026-04-03
T028,Export,Full export matrix across file types and column scopes,P2,Covered,file-type,Behavior,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-export-uploaded.cy.ts","Complete the remaining export combinations by verifying CSV All-columns and XLSX Current-columns in addition to the combinations already covered.","All four combinations of {csv,xlsx} x {current,all} write non-empty files with the expected header set.",,"Current CSV, All XLSX, All CSV, and Current XLSX are now all covered in the maintained export journey.",2026-04-03
T029,Load Table,Empty-state Table without uploaded data,P2,Covered,file-type,Behavior,"no uploaded data","none","cypress/e2e/journeys/flows/table-empty-state.cy.ts","Open Table without loading files and verify the empty-state prompt renders instead of a broken table shell.","The empty-state prompt is visible; `p-table` is absent; no stale data rows render.",,"Covered after guarding the no-data toolbar path so Table can open without `SelectedTableData`.",2026-04-03
T030,Table Controls,Link and cluster rows remain non-selectable,P3,Covered,feature-behavior,Contract,"uploaded node + link","Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv","cypress/e2e/journeys/flows/table-selection-uploaded.cy.ts","Attempt to click rows in Links and Clusters and verify they do not mutate node selection state.","Row clicks in Links or Clusters do not change `session.data.nodes[*].selected` and do not create a selected-row promotion effect there.",,"Covered in the maintained selection journey by verifying link and cluster row clicks leave the selected node set unchanged.",2026-04-04
T031,Dashboard,Dashboard Table pane restore and filtering synchronization,P1,Covered,feature-behavior,Combo,saved dashboard session fixture; uploaded node + link,dashboard-layout-core.microbetrace; COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,"cypress/e2e/view-state/dashboard-layout-core.cy.ts; cypress/e2e/journeys/flows/dashboard-filtering-propagation-uploaded.cy.ts","Restore a dashboard that already contains Table and keep Table open as a peer pane while root filtering changes outside Table.","Table hydrates after saved-layout restore; pane re-entry does not blank the table; node-row totals stay aligned with the current filtered dataset while sibling views stay open.",,This is the Table-specific slice of the maintained dashboard surface.,2026-04-10
