id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
E011,Load Epi Curve,Direct file launch to Epi Curve default view,P2,Covered,file-type,Smoke,node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-direct-launch-uploaded.cy.ts,Set File Settings default view to Epi Curve before launch and confirm the uploaded dataset lands directly in Epi Curve.,The Processing Files flow clears and the uploaded dataset reaches an interactive Epi Curve without needing a post-launch view switch.,,File Settings now exposes `Epi Curve` as a launch option and Epi launch now marks itself rendered so the shared processing modal clears on direct launch.,2026-04-04
E012,Epi Curve Settings,Uploaded single-date settings parity,P1,Covered,file-type,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,Migrate the single-date Epi settings coverage off the sample dataset onto uploaded data.,"Bin Size, cumulative mode, legend position, label size, and legend size update the rendered uploaded-data SVG and stored widget values without reopening the view.",,"Promoted into the maintained uploaded-data controls journey on the COVID node+link fixture.",2026-04-03
E013,Epi Curve Settings,X-axis Interval control on uploaded data,P1,Covered,file-type,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,"Change X-axis Interval on uploaded data and verify tick density or labels update, including the bin-size-specific control visibility.","When Bin Size is not Year the X-axis Interval control is visible; changing it updates the rendered x-axis ticks; switching Bin Size to Year hides the control and Quarter resets the interval safely.",,"Maintained uploaded-data coverage now exercises configureXAxisSettings() through the live Epi controls.",2026-04-03
E014,Styling,Uploaded Cluster-color reactivity,P1,Covered,file-type,Combo,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-styling-uploaded.cy.ts,"Color the uploaded Epi Curve by Cluster, then change filtering threshold and verify legend categories and bar fills recompute.","Cluster count changes refresh the rendered legend and bar color set automatically through clusterUpdate$; stale cluster colors do not remain after the threshold move.",,"Promoted from the sample-data-only spec into a maintained uploaded-data styling journey.",2026-04-03
E015,Styling,Uploaded Node Color reactivity,P1,Covered,file-type,Combo,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-styling-uploaded.cy.ts,"Color the uploaded Epi Curve by Node Color, then change global node-color mappings and verify the bar fills update.","Switching node-color variable or editing a category color in Global Settings immediately changes the rendered uploaded-data Epi fills; resetting to a fixed node color collapses back to one fill.",,"Promoted from the sample-data-only spec into a maintained uploaded-data styling journey.",2026-04-03
E016,Multi Date,Uploaded side-by-side multi-date,P1,Covered,file-type,Behavior,uploaded node + link with at least 3 date fields,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,"Launch uploaded data into Epi Curve, switch to Multi: Side by Side, populate Date Field 1-3, and verify the view renders all configured series.","Additional date selectors appear; each selected field maps to a rendered series or legend entry; uploaded data renders multiple date series on the maintained node+link fixture.",,"Covered with the existing COVID uploaded fixture because it already contains Collection Date, symptom-onset, and symptoms-resolved fields.",2026-04-03
E017,Multi Date,Uploaded overlay multi-date,P1,Covered,file-type,Behavior,uploaded node + link with at least 3 date fields,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,Switch the uploaded Epi Curve multi-date graph type from Side by Side to Overlay and verify colors and geometry update correctly.,"The graph-type widget changes to Multi: Overlay; per-field colors stay mapped to the correct series; overlay rendering remains visually distinct from side-by-side on uploaded data.",,"Covered in the maintained uploaded-data controls journey by comparing side-by-side and overlay geometry and opacity.",2026-04-03
E018,Multi Date,Uploaded multi-date legend and cumulative controls,P2,Covered,file-type,Behavior,uploaded node + link with at least 3 date fields,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,"While on uploaded multi-date data, exercise legend placement and cumulative toggling to confirm the multi-series control paths remain live outside the sample dataset.","Legend position changes move the multi-date legend and cumulative mode changes the rendered bar progression for all active date series.",,"Promoted from the sample-data-only spec into the maintained uploaded-data controls journey.",2026-04-03
E019,Export And Persistence,PNG advanced scale and calculated resolution,P2,Covered,file-type,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-export-uploaded.cy.ts,"Open PNG export advanced settings, change Scale, and verify the calculated resolution updates before export.","The advanced accordion opens; changing Scale updates the Resolution text; exporting after the change still writes a non-empty PNG artifact.",,"The maintained export suite now covers both the default PNG/SVG paths and the advanced PNG scale-resolution path.",2026-04-03
E020,Export And Persistence,PNG quality control behavior,P3,Covered,file-type,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-export-uploaded.cy.ts,Verify the advanced PNG export dialog does not expose an unsupported quality control.,"The advanced export accordion omits the inert PNG quality slider, so the dialog no longer advertises a control the export path cannot honor.",,"Resolved by removing the unsupported `network-export-quality` control from the Epi export dialog and asserting its absence in the maintained export spec.",2026-04-04
E021,Styling,Uploaded single-date fixed Epi color and Color By visibility,P2,Covered,file-type,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,"Keep Epi Curve in single-date mode, set a fixed bar color, then switch Color By away from and back to None.","When Color By is None the single-date color picker is visible and changing it collapses all bar fills to the configured fixed color; switching Color By to Cluster hides that picker and replaces the fixed fill path with categorical colors.",,"This covers the primary `epiCurve-colors[0]` control path that was not represented in the original tracker.",2026-04-04
E022,Epi Curve Settings,Date-field reset clears stale rendering,P1,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/epi-curve-controls-uploaded.cy.ts,"Reset active single-date and multi-date Epi date fields to None and verify the chart clears instead of leaving stale SVG output.","Clearing the active date selection empties rendered bars and axes in single-date mode, and clearing all selected fields does the same in multi-date mode while the stored widget values end at ['None','None','None'].",,"Added after auditing the component uncovered an untracked stale-SVG risk in the early-return refresh paths.",2026-04-04
