id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
P011,Global Settings,Node color by uploaded field,P2,Covered,file-type,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Switch Color Nodes By to an uploaded field while Phylogenetic Tree is active on uploaded metadata-backed tree data.,Rendered leaf-node colors diverge by category and targeted color-table edits update the intended uploaded category on the tree view.,,Covered on the maintained metadata-backed tree journey.,2026-04-03
P012,Global Settings,Style file reflected on tree,P2,Covered,feature-behavior,Combo,uploaded style-capable dataset,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp_weighted.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,"Apply a style file and verify the tree adopts the expected layout, mode, type, colors, and branch-label settings on uploaded style-capable data.","Applied widget values match expected style-file settings; rendered node colors and branch-distance labels reflect the applied style; tree layout, mode, and type state update on the active tree.",,Covered on the maintained style-file tree journey within the metadata-backed spec.,2026-04-03
P013,Leaves,Leaf label field and size,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Change the leaf label field and label font size on uploaded metadata-backed tree data.,Rendered leaf-label text changes to the selected uploaded field and the font size updates.,,Covered on the maintained metadata-backed tree journey.,2026-04-03
P014,Leaves,Leaf tooltip visibility and field,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Toggle leaf tooltips and change the tooltip field on uploaded metadata-backed tree data.,Tooltip visibility matches the setting and hovered tooltip text matches the selected uploaded field.,,Covered on the maintained metadata-backed tree journey.,2026-04-03
P015,Leaves,Leaf node visibility and sizing,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,"Toggle leaf-node visibility, change fixed leaf size, and size leaves by a variable on uploaded metadata-backed tree data.","Leaf-circle opacity, fixed radius, and variable-sized min/max scaling update in the rendered SVG.",,Covered on the maintained metadata-backed tree journey.,2026-04-03
P016,Branches,Branch distance labels branch nodes and branch size controls,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,"Show branch distance labels and branch nodes, then adjust branch-label, branch-node, and branch-stroke size controls on uploaded metadata-backed tree data.",Rendered branch-distance label opacity and font size update; internal-node circles appear; branch-path stroke width updates.,,Covered on the maintained metadata-backed tree journey.,2026-04-03
P017,Tree Interaction,Leaf-node selection,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Click a rendered tree leaf node and verify selection state propagates on uploaded metadata-backed tree data.,The clicked leaf circle renders the selected stroke color and the matching node becomes selected in commonService.,,Covered on the maintained metadata-backed tree journey.,2026-04-03
P018,Tree Interaction,Context-menu tree mutations and restore,P1,Covered,feature-behavior,Combo,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-context-menu-uploaded.cy.ts,"Use the branch context menu to reroot, rotate, flip, or view a subtree on an uploaded tree, then restore the full tree.","The current Newick differs after the mutation, restore becomes enabled, and Restore Full Tree returns the tree to its original Newick and leaf count.",,Covered on the maintained uploaded Newick context-menu journey.,2026-04-03
P019,Load Tree,Direct file launch to tree default view on computed sources,P1,Covered,file-type,Smoke,distance edgelist; matrix; fasta; node with sequences,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/upload-launch-phylo-direct.cy.ts,Set File Settings default view to Phylogenetic Tree before launch and confirm computed-tree inputs reach an interactive tree without hanging behind Processing Files.,The Processing Files overlay clears and the tree becomes interactive on the direct-launch path for non-Newick tree-capable uploads; session-backed counts and rendered leaf counts match expected values.,,Covered by the maintained direct-launch regression smoke added after fixing PBG001.,2026-04-04
P020,Global Settings,Cluster color recompute after threshold change,P2,Covered,feature-behavior,Combo,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,"Color tree nodes by Cluster, change the link threshold while Phylogenetic Tree is active on uploaded metadata-backed tree data, and verify cluster-derived colors recompute.",Cluster-colored leaf nodes change to the expected new cluster colors after threshold changes and the updated threshold persists in widget state.,,Covered on the maintained metadata-backed tree journey.,2026-04-03
P021,Tree Settings,Horizontal and vertical stretch controls,P2,Covered,feature-behavior,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,Adjust Horizontal Stretch and Vertical Stretch on an uploaded tree and verify the rendered geometry updates without corrupting tree membership.,tree-horizontal-stretch and tree-vertical-stretch widgets update; representative leaf-position geometry moves after each stretch change; rendered leaf count stays stable.,,Covered on the maintained uploaded Newick controls journey.,2026-04-03
P022,Branches,Newick branch-node labels visibility and size,P2,Covered,feature-behavior,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,"On an uploaded Newick tree, show branch-node labels and change the branch-node-label font size.",Branch-node label text becomes visible only on the Newick path; label font size changes to the configured value; unrelated leaf labels remain stable.,,Covered on the maintained uploaded Newick controls journey.,2026-04-03
P023,Navigation,Center Screen refit after viewport interaction,P2,Covered,feature-behavior,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,"Pan or zoom the Phylogenetic Tree away from its baseline position, then click Center Screen and verify the view recenters.",The rendered SVG transform or viewport differs after the interaction and returns close to the baseline after Center Screen; rendered leaf and branch counts remain unchanged.,,Covered by mutating the tree zoom transform and validating the Center Screen reset on the maintained uploaded Newick controls journey.,2026-04-03
P024,Tree Interaction,External session-to-tree selection and unselect sync,P1,Covered,feature-behavior,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,Mutate session node.selected outside the tree and dispatch node-selected while Phylogenetic Tree is active.,Selected leaf strokes update to the configured selected color for externally selected nodes; unselect clears the highlight; unrelated leaves keep their prior state.,,Covered on the maintained uploaded Newick controls journey.,2026-04-03
P025,Tree Interaction,Ctrl-click multi-select toggle,P2,Covered,feature-behavior,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,"Ctrl-click multiple rendered leaf nodes and verify additive selection works, then ctrl-click again to toggle one node off.",Multiple leaves remain selected simultaneously after ctrl-click; the corresponding nodes stay selected in commonService; toggling one selected leaf off clears only that node.,,Covered on the maintained uploaded Newick controls journey.,2026-04-03
P026,Export,Computed-tree export on non-Newick source,P2,Covered,file-type,Combo,matrix; fasta; node with sequences,AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/phylogenetic-computed-export.cy.ts,"Load a computed-tree input, switch to Phylogenetic Tree, and export PNG, SVG, and Newick from the derived tree state.",Each export writes a non-empty artifact; exported Newick matches the rendered tree's canonical toNewick(false) output; export remains interactive on the computed-tree path.,,Covered across matrix FASTA and sequence-node-list computed-tree inputs in the maintained derived-tree export journey.,2026-04-03
P027,Export And Persistence,Tree tab reopen persistence,P2,Covered,file-type,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-controls-uploaded.cy.ts,"Change tree-specific settings, close the Phylogenetic Tree tab or switch away, then reopen the view and verify the prior tree settings are reapplied.","The reopened tree honors layout mode type label visibility and other modified tree widgets from session.style.widgets; rendered geometry matches the restored state.",,Covered on the maintained uploaded Newick controls journey.,2026-04-03
P028,Session,Session save and reload round-trip for tree state,P2,Covered,file-type,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-session-roundtrip.cy.ts,"Change tree-specific settings on uploaded data, save a .microbetrace session, reload the app, reopen the saved session, and verify the tree state is restored.","The saved session restores tree layout mode type label visibility and rendered geometry on the reopened tree.",,Covered on the maintained uploaded Newick session round-trip journey.,2026-04-03
P029,Export,JPEG export,P1,Covered,file-type,Behavior,uploaded Newick tree,SARSCoV2_Simulated_Sequences_NJ_tree_snp.nwk,cypress/e2e/journeys/flows/phylogenetic-view-export.cy.ts,Export the uploaded tree as a JPEG image.,A uniquely named JPEG file is written to cypress/downloads and has non-trivial byte length.,,Added to keep phylogenetic export format coverage aligned with other maintained visual export journeys.,2026-04-04
P030,Global Settings,Fixed branch color change,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Change the global fixed link color while Phylogenetic Tree is active on uploaded metadata-backed tree data.,Rendered branch path strokes update to the selected fixed link color across the active tree.,,Covered on the maintained metadata-backed tree journey.,2026-04-04
P031,Global Settings,Selected-color styling on tree selection,P2,Covered,feature-behavior,Behavior,uploaded node+distance dataset,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/phylogenetic-metadata-uploaded.cy.ts,Change the global selected color while Phylogenetic Tree is active and verify tree leaf selection styling uses it.,The selected tree leaf stroke updates to the configured selected color and retains the expected selected stroke width after click selection.,,Covered on the maintained metadata-backed tree journey.,2026-04-04
