id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
M011,Styling,Targeted color table edits on Map,P1,Covered,feature-behavior,Behavior,uploaded node + link with categorical node and link fields,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/map-color-by-uploaded.cy.ts,Edit one node color-table entry and one link color-table entry on uploaded data while Map is active.,Only the targeted Profession node layers and Contact type link layers take the edited colors; unaffected categories keep their baseline colors.,,This keeps the higher-risk table-edit path under maintained uploaded-data coverage instead of sample-data-only coverage.,2026-04-02
M012,Load Map,Direct file launch to Map default view,P1,Covered,file-type,Smoke,node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-direct-launch-uploaded.cy.ts,Set File Settings default view to Map before launch and confirm the uploaded dataset reaches an interactive Map without hanging behind Processing Files.,"The Processing Files overlay clears; default-view stays set to Map; the direct-launch Map view becomes interactive; zipcode mapping on the same launched session still renders the expected 30 located nodes and 46 logical links.",,This direct-launch path is now part of maintained uploaded-data coverage after Map began publishing its own render-complete signal instead of depending on the 2D launch path.,2026-04-08
M013,Map Settings,Node jitter and reroll,P2,Covered,lib-related,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-jitter-uploaded.cy.ts,Change the Map node jitter amount and reroll the jittered positions on uploaded zipcode-mapped data.,map-node-jitter updates in session widgets; reroll changes the stored jitter angle and offset for at least one rendered uploaded Map node.,,This is now covered on maintained uploaded data using rendered Leaflet node layers instead of only the sample-data clustered-marker path.,2026-04-03
M014,Map Layers,Offline layer toggles,P2,Covered,lib-related,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-layers-uploaded.cy.ts,"Exercise countries, states, and counties offline layer toggles on uploaded Map data.","Countries, states, and counties toggles update their backing session widgets and the matching Leaflet layer attachment state; visible offline layers also populate features after loading.",,This is now covered in the maintained uploaded-data Map layers journey after the initial layer-settings sync race was removed.,2026-04-08
M015,Map Layers,Basemap layer presence,P2,Covered,lib-related,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-layers-uploaded.cy.ts,Verify the online basemap layer is present on uploaded Map data and that the baseline layer widgets match the rendered Leaflet state.,map-basemap-show is true on the maintained uploaded baseline; the Leaflet basemap layer is attached; satellite and countries/counties stay detached; the default states overlay remains attached because map-states-show defaults to true.,,This maintained baseline now asserts the actual uploaded Map widget defaults instead of relying on the pre-fix settings-dialog race.,2026-04-08
M016,Map Layers,Satellite toggle,P2,Covered,lib-related,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-tab-persistence-uploaded.cy.ts,Toggle the online satellite layer on uploaded Map data and verify the Leaflet satellite layer attaches without disturbing uploaded location mapping.,map-satellite-show updates in session widgets; the Leaflet satellite layer is attached when enabled; uploaded zipcode mapping and rendered Map counts remain stable.,,This is now covered on the maintained uploaded-data path as part of the Map tab persistence journey; basemap now has its own maintained uploaded-data coverage as well.,2026-04-03
M017,Map Controls,Pan and center,P2,Covered,lib-related,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-navigation-uploaded.cy.ts,"Pan the uploaded Map through the rendered map container, then use Center Screen to return to the baseline center.",Leaflet center coordinates change after the drag path and return close to the original uploaded-data center after Center Screen; zoom stays stable during the pan step.,,This is now covered on maintained uploaded data using the zipcode-mapped Map fixture instead of only on the sample dataset.,2026-04-03
M018,Map Controls,Zoom controls,P2,Covered,lib-related,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-navigation-uploaded.cy.ts,Use the zoom-in and zoom-out controls on uploaded Map data and verify the rendered zoom level changes deterministically.,A zoom-in control click increases the Leaflet zoom level by one; a zoom-out control click returns the zoom to baseline; Center Screen restores the baseline view afterward.,,"This is now covered in a maintained uploaded-data journey; the older sample-data spec still exercises a longer multi-click zoom sequence, but it is no longer the only regression signal.",2026-04-03
M019,Map Interaction,Node tooltip,P2,Covered,feature-behavior,Behavior,uploaded node + link with categorical node fields,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/map-tooltips-uploaded.cy.ts,Trigger a rendered node hover on uploaded Map data and verify the configured node-tooltip content renders and hides correctly.,"The Map tooltip becomes visible for the hovered uploaded node, shows the active node tooltip field value, and hides on mouseout.",,The maintained uploaded-data journey currently verifies the default uploaded `_id` node tooltip path on a small deterministic Map fixture.,2026-04-03
M020,Map Interaction,Link tooltip,P2,Covered,feature-behavior,Behavior,uploaded node + link with categorical link fields,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/map-tooltips-uploaded.cy.ts,Set a Map link tooltip field on uploaded data and trigger a rendered link hover.,"The Map tooltip becomes visible for the hovered uploaded link, shows the selected link field value, and hides on mouseout.",,This is now covered on a small deterministic uploaded Map fixture instead of only on the sample dataset.,2026-04-03
M021,Map Interaction,Node selection,P2,Covered,feature-behavior,Behavior,uploaded node + link with zipcode mapping,Cypress_MapColorNodes.csv; Cypress_MapColorLinks.csv,cypress/e2e/journeys/flows/map-selection-uploaded.cy.ts,Click a rendered uploaded Map node and verify selection state propagates to both rendering and backing model.,The rendered node switches to the selected stroke color and width; the matching visible node in commonService becomes selected; no unrelated visible node stays selected on the single-select path.,,This is now covered on a small deterministic uploaded Map fixture instead of only on the sample dataset.,2026-04-03
M022,Export And Persistence,Map export to PNG,P2,Covered,file-type,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-export-uploaded.cy.ts,Export the uploaded Map view as a PNG file.,The export dialog opens; writing a non-empty PNG file into cypress/downloads succeeds on the uploaded zipcode-mapped dataset.,,This is now covered in a maintained uploaded-data journey rather than only in the sample-data Map spec.,2026-04-02
M023,Export And Persistence,Map-tab persistence for selected layers,P2,Covered,file-type,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-tab-persistence-uploaded.cy.ts,"Enable a Map layer such as satellite, close the Map tab, reopen it, and verify the layer preference persists on uploaded data.",The selected satellite layer remains enabled after closing and reopening the Map tab; uploaded zipcode mapping and uncollapsed rendered Map counts persist across the reopen.,,This persistence path is now covered on uploaded data instead of only in the old sample-data Map view-state spec.,2026-04-02
M024,Styling,Fixed node color on Map,P2,Covered,feature-behavior,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-fixed-colors-uploaded.cy.ts,Set a fixed global node color while Map is active and verify rendered Map nodes update.,node-color updates in session widgets; collapsed visible leaf markers and uncollapsed rendered node layers both adopt the fixed uploaded Map node color.,,This is now covered on the maintained uploaded-data path in both collapsed and uncollapsed node modes.,2026-04-03
M025,Styling,Fixed link color on Map,P2,Covered,feature-behavior,Behavior,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-fixed-colors-uploaded.cy.ts,Set a fixed global link color while Map is active and verify rendered Map links update.,link-color updates in session widgets; rendered Map link layers adopt the requested fixed color; rendered logical link count stays coherent on the uploaded zipcode fixture.,,This is now covered on the maintained uploaded-data path after the uploaded link color-by default stopped being forced back to origin on load.,2026-04-08
M026,Styling,Threshold-driven cluster color recompute on Map,P2,Covered,feature-behavior,Combo,uploaded node + link with zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-cluster-recompute-uploaded.cy.ts,"Color nodes and links by Cluster, then change the threshold and verify Map colors update with the new cluster membership.","Before and after the threshold change, rendered Map node and link colors match the populated cluster color tables; at least one rendered node and one rendered link change cluster membership and recolor when the threshold rises from 16 to 24.",,This maintained uploaded-data journey now covers the Map cluster recompute path end to end; the spec waits for the asynchronously populated link color table before extracting rows.,2026-04-08
M027,Styling,Style file reflected on Map,P2,Covered,feature-behavior,Combo,uploaded style-capable dataset,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp_weighted.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/map-style-file-uploaded.cy.ts,"Apply a style file and verify Map node colors, link colors, layer toggles, and tooltip configuration update coherently on uploaded Map data.","Applied style widgets match expected values; rendered Map node colors, basemap/countries layer state, tooltip configuration, and rendered Map link colors all match the applied style-table state.",,"The old blocker came from a stale hardcoded link-color expectation. The maintained spec now asserts rendered Map link colors against the applied style-table mapping itself.",2026-04-08
M028,Timeline,Play/pause progression on Map,P2,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-timeline-controls-uploaded.cy.ts,"Enable Timeline on uploaded Map data, start playback, stop it, and confirm the visible date and rendered membership advance coherently.",The play button toggles between Play and Pause; the slider label advances beyond the initial date; rendered Map node ids stay aligned with the timeline-visible nodes that actually have map coordinates after playback.,,The deterministic checkpoint oracle already covered exact dates; this adds maintained uploaded-data playback mechanics.,2026-04-08
M029,Timeline,Color persistence after timeline ends,P2,Covered,feature-behavior,Combo,uploaded node + link with date field and zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-timeline-color-persistence-uploaded.cy.ts,"Change node and link colors during timeline mode on uploaded Map data, then disable timeline and verify those color edits persist.","With timeline mode active at a deterministic uploaded-data checkpoint, a cluster-driven node color-table edit and a fixed link-color edit both update rendered Map layers immediately and both persist after Timeline is set back to None.",,"The link side remains editable on this fixture through the fixed `link-color` input because `link-color-variable` stays `None` during the maintained timeline path.",2026-04-08
M030,Timeline,Manual slider checkpoints on Map,P2,Covered,feature-behavior,Behavior,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-timeline-controls-uploaded.cy.ts,Click the timeline slider to a midpoint and back to the start while Map is active on uploaded data.,Manual slider movement advances to the clicked date and keeps rendered Map node membership aligned with the oracle-backed set of timeline-visible nodes that actually have map coordinates.,,The earlier three-node mismatch was the persistent P1/P2/P3 place rows, which stay timeline-visible on this fixture but never acquire map coordinates and therefore should not be counted as rendered Map nodes.,2026-04-08
M031,Timeline,Node-color persistence after timeline ends,P2,Covered,feature-behavior,Behavior,uploaded node + link with date field and zipcode mapping,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/map-timeline-color-persistence-uploaded.cy.ts,"Change uploaded Map node colors during timeline mode, then disable timeline and verify the edited node colors persist.","With timeline mode active at a deterministic uploaded-data checkpoint, switching Color Nodes By to Cluster and editing a node color-table row updates rendered Map node colors immediately and the edited node color persists after Timeline is set back to None.",,This narrower node-only risk remains covered even though the broader node+link persistence combo is now covered as well.,2026-04-08
