id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
W011,Waterfall Refresh,Threshold-only visible-link refresh while cluster membership stays stable,P0,Covered,feature-behavior,Combo,distance edgelist,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-refresh-uploaded.cy.ts,"Open Waterfall on uploaded TN93 distance-edgelist data, select a cluster and node, change threshold from 0.015 to 0.0144 so visible links change without changing visible nodes or cluster count, and verify the Waterfall drilldown refreshes.",Cluster row count stays stable; selected-node degree and link-table row count recompute to the new visible-link set; stale hidden links no longer remain in the Waterfall link table.,,"Covered by the maintained refresh journey. Waterfall now refreshes off shared `networkUpdated` changes and rebuilds its open drilldown from the current visible graph, so threshold-only link changes recompute the selected node degree and link rows immediately.",2026-04-03
W012,Waterfall Refresh,Minimum Cluster Size and Reveal Everything while Waterfall is active,P1,Covered,feature-behavior,Combo,epi link,AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-refresh-uploaded.cy.ts,"Raise Minimum Cluster Size while Waterfall is active, verify only still-visible clusters remain in the cluster table, then use Reveal Everything and verify the original cluster rows return.",Cluster-table rows match the currently visible clusters only; stale selected cluster/node/link state clears on refresh; Reveal Everything restores the original cluster rows and drilldown availability.,,"Covered by the maintained refresh journey. Waterfall now derives cluster rows from the current visible graph, so Minimum Cluster Size and Reveal Everything update the open cluster summary immediately.",2026-04-03
W013,Timeline,Timeline checkpoint drilldown isolation while Waterfall is active,P1,Covered,feature-behavior,Combo,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-refresh-uploaded.cy.ts,"Select a Waterfall cluster, node, and link, then enable Timeline and move to an earlier deterministic checkpoint that removes the selected membership from the timeline-visible graph.",Global metrics change to the checkpoint values; selectedClusterRow selectedNodeRow and selectedLinkRow stay intact; rendered Waterfall node and link tables remain equal to the pre-timeline drilldown baseline.,,Covered by the maintained refresh journey after Waterfall switched to the timeline-ignoring dataset getters for its tables.,2026-04-10
W014,Waterfall Details,Cluster row expansion metadata and formatting,P1,Covered,feature-behavior,Behavior,distance edgelist,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-details-uploaded.cy.ts,Select a Waterfall cluster row and verify the rendered expansion row shows cluster summary details with user-facing numeric formatting.,Rendered cluster expansion text matches the selected cluster's derived detail rows; summary fields such as Links Per Node and Mean Genetic Distance are formatted to three decimals; hidden/internal keys stay omitted.,,Covered with visible DOM assertions after Waterfall row-expansion rendering was fixed for PrimeNG 21.,2026-04-04
W015,Waterfall Details,Node row expansion metadata,P1,Covered,feature-behavior,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-details-uploaded.cy.ts,Select a Waterfall node row and verify the rendered node expansion row shows uploaded metadata while hidden/internal fields stay absent.,Rendered node expansion text matches uploaded node fields such as Profession or Node Type from the selected visible node; skipped fields such as seq, cluster, and underscore-prefixed keys stay hidden.,,Covered with visible DOM assertions on the styled upload fixture after the Waterfall row-expansion fix.,2026-04-04
W016,Waterfall Details,Link row expansion metadata,P1,Covered,feature-behavior,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-details-uploaded.cy.ts,Select a Waterfall link row and verify the rendered link expansion row shows uploaded metadata while hidden/internal fields stay absent.,Rendered link expansion text matches uploaded link fields such as Contact Type and Exposure from the selected visible link; skipped fields such as source, target, cluster, and underscore-prefixed keys stay hidden.,,Covered with visible DOM assertions on the styled upload fixture after the Waterfall row-expansion fix.,2026-04-04
W017,Waterfall Interaction,Selecting a different cluster clears stale node and link drilldown,P1,Covered,feature-behavior,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-details-uploaded.cy.ts,"Select one cluster, node, and link, then select a different cluster and verify downstream tables reset and repopulate for the new cluster.",selectedNodeRow and selectedLinkRow clear; expanded node/link detail arrays reset; node-table rows now belong only to the new cluster; the previous link-table contents disappear.,,Covered in the maintained Waterfall detail/reset journey on the styled upload fixture.,2026-04-03
W018,Waterfall Interaction,Selecting a different node clears stale link selection,P2,Covered,feature-behavior,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-details-uploaded.cy.ts,"Within the same selected cluster, choose a node and link, then choose a different node and verify the Waterfall link selection clears before the new node's links render.",selectedNodeRow switches to the new node; selectedLinkRow resets; expanded link detail state clears; link-table rows switch to the new node's visible incident links.,,Covered in the maintained Waterfall detail/reset journey on the styled upload fixture.,2026-04-03
W019,Waterfall Empty State,No-data prompt,P2,Covered,feature-behavior,Behavior,none,n/a,cypress/e2e/journeys/flows/waterfall-empty-state.cy.ts,Open Waterfall with no loaded network and verify the empty-state prompt renders instead of empty tables.,The no-data prompt is visible; the three data tables do not render; `IsDataAvailable` stays false.,,Covered by the maintained empty-state journey on a clean app visit with no uploaded data.,2026-04-04
W020,Load Waterfall,Large dataset smoke,P2,Covered,file-type,Smoke,large node + epi link,LargeDataSet_Test_sequences_node.csv; Large_Dataset_forTesting_epiLinks.csv,cypress/e2e/journeys/flows/waterfall-large-uploaded.cy.ts,"Load a larger uploaded dataset, switch to Waterfall, and verify the view renders sane cluster rows without hanging.",Waterfall opens; cluster rows render; the app remains interactive on the larger uploaded graph; a representative cluster and node drilldown still populate.,,Covered by the maintained large uploaded-data Waterfall smoke on the large node+epi-link fixture.,2026-04-04
W021,Load Waterfall,Direct file launch to Waterfall default view,P2,Covered,file-type,Smoke,distance edgelist; matrix; fasta; node + link; node with sequences; newick; sequence node + epi link,COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; SARSCoV2_Simulated_Sequences_snp.fas; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_seqs_TN93_BS.nwk; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-direct-launch-uploaded.cy.ts,Set File Settings default view to Waterfall before launch and confirm uploaded data can land directly in Waterfall without a manual view switch.,The Files settings default-view control exposes Waterfall; launch completes into an interactive Waterfall surface; rendered Waterfall cluster rows match the backing Waterfall cluster table automatically across the maintained upload matrix.,,Covered by the maintained direct-launch Waterfall smoke matrix after adding Waterfall to File Settings and teaching Waterfall to release the shared processing modal when it is the first rendered launch view.,2026-04-04
W022,Timeline,Deterministic timeline checkpoints leave the Waterfall cluster summary isolated,P1,Covered,feature-behavior,Combo,uploaded node + link with date field,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-refresh-uploaded.cy.ts,Keep Waterfall open while enabling Timeline and moving to deterministic uploaded checkpoints.,Global metrics match the oracle at each checkpoint while Waterfall cluster rows remain equal to the pre-timeline baseline instead of following checkpoint-visible membership.,,"Maintained Waterfall timeline coverage now proves dataset isolation: timeline changes Bubble Map and 2D membership plus dashboard counts, while Waterfall keeps its non-timeline filtered rows. W013 separately covers drilldown persistence.",2026-04-10
W023,Waterfall Navigation,View-switch persistence after leaving Waterfall,P1,Covered,feature-behavior,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-tab-persistence-uploaded.cy.ts,"Select a Waterfall cluster, node, and link, switch away to another view, then return to Waterfall and verify the same drilldown state is still active.",selectedClusterRow, selectedNodeRow, and selectedLinkRow persist across the view switch; node/link row counts stay stable; visible cluster/node/link expansion text still matches the previously selected rows.,,Covered by the maintained Waterfall tab-persistence journey using the styled uploaded node+link fixture.,2026-04-04
W024,Waterfall Empty State,Filtering hides every visible cluster and recovery via Reveal Everything,P1,Covered,feature-behavior,Combo,epi link,AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/waterfall-empty-state.cy.ts,"Open Waterfall, raise Minimum Cluster Size until no visible clusters remain, and verify Waterfall switches into the empty state until Reveal Everything restores the view.",The empty-state prompt replaces the data tables when the visible graph becomes empty; `clusterTableData`, `nodeTableData`, and `linkTableData` clear; Reveal Everything restores visible cluster rows and `IsDataAvailable` returns true.,,This closes an important Waterfall-specific gap that was not in the original tracker: an active Waterfall can legitimately transition into and out of its empty state as filtering changes.,2026-04-04
W025,Session,Session save and reload round-trip for Waterfall data,P2,Covered,file-type,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-session-roundtrip.cy.ts,"Save a .microbetrace session while Waterfall is active, reload the app, reopen the saved session, and verify Waterfall can rebuild the same uploaded drilldown from the restored session data.",The saved session contains Waterfall as the persisted launch preference; after reload the restored session reopens Waterfall; the same cluster/node selection path rebuilds the same node and link row counts from restored data.,,Covered by the maintained Waterfall session round-trip journey after fixing the spec to wait on restored session state instead of the stale `session.network.isFullyLoaded` flag.,2026-04-08
W026,Session,Saved Waterfall default view restores on session reload,P1,Covered,feature-behavior,Behavior,node + link,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/waterfall-session-roundtrip.cy.ts,"Save a session whose serialized `default-view` is Waterfall, reload the app, and verify the live reloaded session still reports Waterfall as its launch view.",The reloaded session preserves `session.style.widgets['default-view'] === 'Waterfall'`, keeps the restored layout type aligned to Waterfall, and reopens directly into Waterfall from the saved session preference.,,Covered by the maintained Waterfall session round-trip journey after correcting the reload wait strategy to assert restored session files and default-view state instead of reading too early.,2026-04-08
W027,Dashboard,Dashboard Waterfall filtering and timeline propagation,P1,Covered,feature-behavior,Combo,uploaded node + link with dashboard peers and timeline dates,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,"cypress/e2e/journeys/flows/dashboard-filtering-propagation-uploaded.cy.ts; cypress/e2e/journeys/flows/dashboard-timeline-propagation-uploaded.cy.ts","Keep Waterfall open as one pane in a Golden Layout dashboard while root filtering and timeline changes are driven from outside Waterfall.","Waterfall cluster rows refresh from the current non-timeline filtered graph under dashboard filtering; dashboard timeline checkpoints leave Waterfall dataset and drilldown stable while target views change membership.",,This is the Waterfall-specific slice of the maintained dashboard surface.,2026-04-10
