id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
F003,Filtering,Reveal Everything,P0,Covered,feature-behavior,Behavior,clustered uploaded network,AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/minimum-cluster-size-reveal.cy.ts,"After hiding nodes or links through filtering, click Reveal Everything and verify the full network comes back.","Node, link, cluster, and singleton counts recover; previously hidden nodes become visible again.",,Paired with Minimum Cluster Size coverage in the same maintained journey,2026-03-10
F004,Filtering,Nearest Neighbor,P0,Covered,feature-behavior,Behavior,distance edgelist; matrix; fasta,COVID_Dummy_distance_edgelist_snp.csv; SARSCoV2_Simulated_Sequences_snp.fas; AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; AngularTesting_seqs_TN93_BS.fasta,cypress/e2e/journeys/flows/nearest-neighbor.cy.ts; cypress/e2e/journeys/flows/nearest-neighbor-angulartesting.contract.cy.ts,Apply Nearest Neighbor after loading supported datasets and verify visible links drop to the expected value.,Visible link count decreases to the expected observed or intended value.,,Core NN coverage exists now,2026-03-10
F005,Filtering,Epsilon after Nearest Neighbor,P0,Covered,feature-behavior,Behavior,distance edgelist; matrix,AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/nearest-neighbor-epsilon.cy.ts,"After enabling Nearest Neighbor, change epsilon and verify links are added back in a controlled way.",Epsilon row is visible; visible link count progresses from 10 to 12 to 17 on the AngularTesting TN93 fixtures; stats update after each change.,,Covered for both AngularTesting TN93 distance inputs at epsilon exponents -1 and 0,2026-03-10
F006,Filtering,Nearest Neighbor mixed-origin confirmation,P0,Covered,feature-behavior,Behavior,mixed-origin network,AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/mixed-origin-nearest-neighbor.cy.ts,Apply Nearest Neighbor to a mixed-origin network and verify the warning modal behavior for Cancel and Confirm.,Warning modal appears; Cancel leaves counts unchanged; Confirm leaves 12 visible links and preserves the non-NN epi-backed links.,,Current maintained journey checks both Cancel and Confirm branches; preserved non-NN links currently keep the epi origin and remain visible after NN,2026-03-10
F007,Filtering,Post-launch Distance Metric switch,P1,Covered,file-type,Behavior,fasta; node with sequences,AngularTesting_seqs_TN93_BS.fasta; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/post-launch-distance-metric-switch.cy.ts,Switch TN93 to SNPs or back after a 2D network is already loaded.,"Visible link count, threshold display, and rendered link labels remain coherent after the switch.",,The app bug is fixed and the maintained smoke journey now covers both the FASTA and sequence-node-list switch paths.,2026-03-13
F008,Filtering,Threshold with cluster minimum active,P0,Covered,feature-behavior,Contract,clustered uploaded network,AngularTesting_Epi_linklist_BS.csv; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/minimum-cluster-size-reveal.cy.ts,Verify threshold changes do not accidentally reset Minimum Cluster Size or reveal hidden clusters unless that is the intended behavior.,Cluster minimum widget state stays correct; hidden clusters remain hidden unless explicitly revealed.,,Covered via combined minimum-cluster + threshold interaction in an existing maintained journey,2026-03-13
F009,Filtering,Threshold sparkline drag,P2,Covered,feature-behavior,Behavior,distance edgelist; matrix,AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/filtering-threshold-sparkline.cy.ts,"Change the threshold by interacting with the histogram or sparkline, not only by typing the input.",Threshold input updates; visible link count updates; stats remain coherent.,,Useful for catching histogram-specific bugs,2026-03-13
F010,Filtering,Filter Links on alternate metric,P2,Covered,feature-behavior,Behavior,uploaded node + link data with second numeric link field,Cypress_FilterMetricNodes.csv; Cypress_FilterMetricLinks.csv,cypress/e2e/journeys/flows/filter-links-on-alternate-metric.cy.ts,Exercise the Filter Links on control using a second numeric link field instead of only distance.,"Visible edge membership changes according to the selected numeric link field and threshold, not just the default distance field.",,"Covered with a dedicated uploaded fixture where distance filtering shows A-B and A-C, while score filtering at 0.1 shows only C-D.",2026-03-13
F011,Filtering,Mixed-origin threshold plus nearest neighbor and reveal,P1,Covered,feature-behavior,Combo,mixed-origin network,AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/mixed-origin-threshold-nn-reveal.cy.ts,"Lower the threshold on a mixed-origin network, confirm Nearest Neighbor, then click Reveal Everything without changing the active filters.",Visible links move from 17 to 11 to 9 and remain 9 after reveal; preserved epi-backed links stay visible and keep the epi origin across the flow.,,This closes the merged-origin filtering gap with exact observed counts on the maintained AngularTesting mixed-origin fixture.,2026-03-13
F012,Filtering,Threshold stability panel,P2,Covered,feature-behavior,Behavior,distance edgelist,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/threshold-stability-panel.cy.ts,"Open the threshold stability panel from Global Settings → Filtering, verify the guidance renders, and apply a suggested threshold.",The panel expands; guidance text is visible; applying a suggestion updates both the widget state and the threshold input to the suggested value.,,Covers the recommendation UI path instead of only direct threshold entry and histogram dragging.,2026-03-24
S001,Styling,Apply style file,P0,Covered,lib-related,Behavior,node + link style dataset,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/apply-style-twod.cy.ts; cypress/e2e/journeys/flows/change-node-color.cy.ts; cypress/e2e/journeys/flows/change-link-color.cy.ts; cypress/e2e/journeys/flows/show-node-symbols.cy.ts,Apply a .style file from General Settings and verify node and link styling is reflected in Cytoscape.,"Node colors, node shapes, node sizes, link colors, and expected tables match the style file.",,"This is the main style baseline and now includes focused assertions for node color, link color, and symbol rendering",2026-03-24
S002,Styling,Background color,P2,Covered,feature-behavior,Behavior,uploaded 2D network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-background-selected.cy.ts,Change the background color in General Settings and verify the 2D canvas updates.,#cy background color changes to the selected value.,,Simple but should be covered after higher-risk filtering flows,2026-03-13
S003,Styling,Selected color,P2,Covered,lib-related,Behavior,uploaded 2D network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-background-selected.cy.ts,Change the selected color and verify selected nodes or links render with the new selected styling.,Cytoscape selected styling changes for selected nodes or edges.,,Best paired with a real selection journey,2026-03-13
S004,Styling,Minimum Cluster Size filtering,P1,Covered,feature-behavior,Behavior,uploaded 2D style dataset,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-minimum-cluster-survives.cy.ts,"Apply minimum cluster size filtering and then Reveal Everything, verify style attributes are preserved after both states.","Visible nodes/links keep node color, node shape, node size, and edge color styling.",,Now covered by dedicated style filtering persistence journey,2026-03-13
S005,Styling,Threshold filtering,P1,Covered,feature-behavior,Combo,styled weighted distance network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp_weighted.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-threshold-survives.cy.ts,"Apply style, then lower the distance threshold and verify the reduced visible link set keeps the same style semantics.","Node color, node shape, and link color stay consistent; style tables remain open; node sizing remains degree-driven after visible links drop from 12 to 7.",,Weighted style fixture was added so threshold filtering can be exercised on styled data without assuming fixed node sizes across degree changes,2026-03-13
S006,Styling,Style survives grouping,P1,Covered,feature-behavior,Combo,styled network + grouping,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-grouping-survives.cy.ts,"Apply style, then enable cluster grouping and verify child-node and edge styling remain intact.",Visible child nodes and links keep the expected style mappings and style tables remain available after grouping.,,This closes the style-plus-grouping gap in the maintained suite,2026-03-13
N001,2D Settings,Node labels and tooltips,P1,Covered,lib-related,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-node-label-tooltip.cy.ts; cypress/e2e/view-state/twod-view.cy.ts,"Change node label variable, label size, label orientation, and tooltip fields from the 2D settings pane on uploaded data.",Rendered Cytoscape labels update; tooltip contents reflect the selected fields; styled node and link rendering remains intact.,,Uploaded-data coverage now exists on the maintained style fixture and doubles as a style-plus-labels combination journey.,2026-03-13
N002,2D Settings,Node shapes and sizes without style,P1,Covered,feature-behavior,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/node-shape-size-uploaded.cy.ts; cypress/e2e/view-state/twod-view.cy.ts,Change node shape-by and size-by directly in the 2D settings pane without relying on a style file.,Rendered node shapes differ by the selected uploaded variable; rendered node widths change according to the selected variable and control values.,,Uploaded-data coverage now exists on the maintained style fixture without applying a style file.,2026-03-13
N003,2D Settings,Node symbol table visibility,P2,Covered,feature-behavior,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/node-shape-size-uploaded.cy.ts,Toggle the node symbol table from the 2D settings pane and verify the table opens and closes correctly.,Node symbol table visibility follows the selected Show/Hide setting and the Node Symbol Table dialog opens and closes accordingly.,,Covered on the uploaded no-style shape-by-variable path,2026-03-13
N004,2D Settings,Node min and max size controls,P1,Covered,feature-behavior,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/node-shape-size-uploaded.cy.ts,Set Size By to a numeric uploaded variable and then change the min and max size sliders.,Rendered visible-node widths reach the configured minimum and maximum bounds after scaling.,,Covered on the uploaded no-style degree sizing path,2026-03-13
N005,2D Settings,Node fixed size control,P1,Covered,feature-behavior,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/node-shape-size-uploaded.cy.ts,Keep Size By at None and change the fixed node size slider.,Visible uploaded nodes converge on the selected rendered size.,,Covered on the uploaded no-style fixed-size path,2026-03-13
N006,2D Settings,Node border width control,P1,Covered,feature-behavior,Behavior,uploaded profile data,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/node-shape-size-uploaded.cy.ts,Change the node border width control on uploaded data.,Rendered visible-node border widths match the configured value.,,Covered on the uploaded no-style node shapes and sizes journey,2026-03-13
LNK001,2D Settings,Link labels and decimal length,P0,Covered,feature-behavior,Behavior,TN93 and SNP networks,AngularTesting_Distance_linklist_BS.csv; AngularTesting_seqs_TN93_BS.fasta,cypress/e2e/journeys/flows/link-label-width.cy.ts,Set link labels to distance and change decimal length on TN93 and SNP datasets.,Rendered edge labels update; TN93 can show decimals; SNP labels stay integer-like.,,High-value because label formatting is user-visible and metric-sensitive,2026-03-13
LNK002,2D Settings,Link tooltip content,P1,Covered,feature-behavior,Behavior,uploaded profile data,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/link-tooltip-uploaded.cy.ts; cypress/e2e/view-state/twod-view.cy.ts,Change link tooltip fields and verify the rendered tooltip contents on uploaded data.,Tooltip appears and contains the selected uploaded link fields.,,Uploaded-data coverage now exists on the maintained AngularTesting TN93 distance edgelist journey.,2026-03-13
LNK003,2D Settings,Link width by variable and reciprocal,P0,Covered,feature-behavior,Behavior,distance edgelist; matrix,AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx,cypress/e2e/journeys/flows/link-label-width.cy.ts; cypress/e2e/journeys/flows/behavior-contracts.cy.ts,"Size links by a variable, then toggle reciprocal mode and confirm the mapping flips and remains stable for the toggle.",Rendered edge widths differ based on the selected variable; explicit reciprocal toggles invert the mapping as expected.,,The maintained behavior and contract coverage now assert the real initial state and the explicit reciprocal toggle path.,2026-03-13
LNK004,2D Settings,Link length plus pin and recalc,P0,Covered,feature-behavior,Behavior,uploaded 2D network,AngularTesting_Distance_linklist_BS.csv; AngularTesting_DistanceMatrix_TN93_BS.xlsx; TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/link-length-layout-pin.cy.ts,"Change link length, pin all nodes, and recalculate layout to verify layout controls behave correctly.",Node positions change when unpinned; Recalculate Layout disables when pinned; link-length changes do not relayout while pinned.,,This is a high-value pure-2D control set,2026-03-13
LNK006,2D Settings,Link width fixed control,P1,Covered,feature-behavior,Behavior,uploaded profile data,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/link-width-opacity-uploaded.cy.ts,"Keep Width By at None, change the fixed link width, and verify rendered uploaded links follow the slider value.",Width row stays visible; width-by rows stay hidden; visible edge widths converge on the selected fixed width.,,Maintained uploaded-data coverage now exists on the AngularTesting TN93 distance edgelist,2026-03-13
LNK007,2D Settings,Link transparency control,P1,Covered,feature-behavior,Behavior,uploaded profile data,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/link-width-opacity-uploaded.cy.ts,Change the link transparency slider on uploaded data and verify the rendered links adopt the selected opacity.,Visible edge line opacity matches the selected transparency value.,,Covered together with the fixed-width uploaded journey because both controls live in the same link-shapes panel,2026-03-13
LNK008,2D Settings,Link min and max width controls,P1,Covered,feature-behavior,Behavior,uploaded profile data,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/link-width-opacity-uploaded.cy.ts,"Set Width By to distance, then change the min and max width sliders and verify the rendered uploaded links scale to the configured bounds.",Width row hides; min/max rows show; rendered visible-edge widths reach the configured minimum and maximum bounds.,,Covered in the same uploaded link-shapes journey as fixed width and transparency because it exercises the same maintained setup path,2026-03-13
LNK005,2D Settings,Directed and bidirectional arrows,P1,Covered,feature-behavior,Behavior,directed uploaded node + link data,Cypress_DirectedNodes.csv; Cypress_DirectedLinks.csv,cypress/e2e/journeys/flows/link-arrows-uploaded.cy.ts,Exercise arrows and bidirectional arrows using a dedicated small uploaded directed dataset.,Directed-only links show only the target arrow; bidirectional links show both source and target arrows when the bidirectional toggle is enabled.,,Covered on a dedicated uploaded node+link fixture that merges one reciprocal pair into a bidirectional edge and leaves one one-way edge for comparison.,2026-03-13
NET001,2D Settings,Gridlines and neighbor highlight,P2,Covered,feature-behavior,Behavior,uploaded profile data,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/network-display-uploaded.cy.ts; cypress/e2e/view-state/twod-view.cy.ts,Toggle gridlines and neighbor highlight from the 2D settings pane on uploaded data.,Grid overlay visibility updates; connected uploaded edges gain and lose the highlighted class when neighbor highlighting is enabled and a node is hovered.,,Uploaded-data coverage now exists on the maintained AngularTesting TN93 distance edgelist journey.,2026-03-13
NET002,2D Settings,Node drag sync,P1,Covered,lib-related,Behavior,uploaded profile data,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/node-drag-uploaded.cy.ts,Drag an uploaded-data node in the 2D network and verify the rendered position and backing model stay in sync.,Cytoscape node position changes by the drag delta; session.data.nodes entry for the same _id updates x/y to match.,,Uses the maintained Cypress drag helper that calls the same updateNodePos path as a real dragfree event.,2026-03-13
G001,Grouping,Group by Cluster,P0,Covered,feature-behavior,Behavior,epi link list,AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/grouping-basic-cluster.cy.ts,Group the network by cluster and verify membership is correct.,Parent nodes render; expected child membership is correct.,,This is the basic grouping baseline,2026-03-10
G002,Grouping,Subtype polygons with colors and labels,P0,Covered,lib-related,Behavior,sequence-derived TN93 network,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/grouping-subtype-colors-threshold.cy.ts,"Group by subtype, show colors and labels, change subtype colors, and verify rendered polygons update.",Parent nodes render; labels are visible; polygon colors change in Cytoscape.,,This is the main subtype grouping flow,2026-03-10
G003,Grouping,Group label size and orientation,P1,Covered,lib-related,Behavior,uploaded grouped network,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/grouping-uploaded-settings-filtering.cy.ts; cypress/e2e/view-state/twod-view.cy.ts,Change group label size and orientation from the 2D settings pane on uploaded grouped data.,Rendered parent label font size and orientation update in Cytoscape.,,Uploaded-data maintained coverage now exists on the sequence-derived subtype grouping path.,2026-03-13
G004,Grouping,Grouping plus Minimum Cluster Size,P1,Covered,feature-behavior,Combo,grouped uploaded network,AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/grouping-uploaded-settings-filtering.cy.ts,"Turn on grouping, then raise Minimum Cluster Size and verify polygons and visibility remain coherent.",Grouping parents remain consistent with visible children; DOM stats update correctly.,,Covered on the grouped epi-link dataset with the 2-node cluster removed at minimum cluster size 3.,2026-03-13
G005,Grouping,Grouping plus style,P2,Covered,feature-behavior,Combo,styled uploaded network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-grouping-survives.cy.ts,Combine grouping with style application and verify the network remains visually coherent.,Grouping parents render while child-node and link styles still match expectations.,,Covered with cluster-grouping on the maintained style dataset,2026-03-13
G006,Grouping,Grouping plus Reveal Everything,P1,Covered,feature-behavior,Combo,grouped uploaded network,AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/grouping-uploaded-settings-filtering.cy.ts,"After grouping is active, apply filtering that hides a cluster and then click Reveal Everything.",Parent nodes return with their visible children and grouped membership remains coherent after reveal.,,Covered on the grouped epi-link dataset alongside minimum cluster size filtering.,2026-03-13
X001,Cross-Feature,Style plus node labels and tooltips,P1,Covered,feature-behavior,Combo,styled uploaded network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/style-node-label-tooltip.cy.ts,"Apply style, then change node labels and tooltip fields from the 2D settings pane without breaking the styled rendering.",Styled node and link mappings persist; node labels render the selected uploaded field; tooltip table shows the selected uploaded fields.,,This closes the dedicated style-plus-labels combo gap from the checklist,2026-03-13
X002,Cross-Feature,Mixed-origin threshold plus nearest neighbor plus reveal,P1,Covered,file-type,Combo,mixed-origin network,AngularTesting_nodelist_withseqs_TN93_BS.csv; AngularTesting_Epi_linklist_BS.csv,cypress/e2e/journeys/flows/mixed-origin-threshold-nn-reveal.cy.ts,"Load the mixed-origin dataset, lower the threshold, confirm Nearest Neighbor, and then hit Reveal Everything.",Visible-link membership stays coherent under the active filters; preserved epi-backed links remain visible and origin-aware throughout the combination path.,,"Reveal Everything does not reset threshold or NN on this path, so the maintained journey asserts the correct contract rather than an assumed full reset.",2026-03-13
X003,Cross-Feature,Newick plus 2D link labels,P1,Covered,file-type,Combo,newick network,AngularTesting_seqs_TN93_BS.nwk,cypress/e2e/journeys/flows/newick-link-labels.cy.ts,"Load the Newick fixture, switch 2D link labels to Distance, and verify the parsed links behave like real TN93 distance edges.",Rendered Cytoscape edge labels match the parsed numeric distance values for visible Newick-derived edges.,,This closes the Newick combo gap without duplicating the baseline load smoke.,2026-03-13
CB001,General Settings,Node color by variable via UI,P0,Covered,lib-related,Behavior,uploaded node + link data with categorical node attribute,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/color-by-uploaded.cy.ts,"Open Global Settings → Styling, pick a categorical node variable, and verify different nodes render different background colors in Cytoscape.",node-color-variable widget updates to the selected variable; the node color table opens; at least two distinct background-color values appear across visible Cytoscape nodes with different attribute values.,,"Covered on uploaded categorical data via the Global Settings styling control, not the style-file path.",2026-03-20
CB002,General Settings,Link color by variable via UI,P0,Covered,lib-related,Behavior,uploaded node + link data with categorical link attribute,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/color-by-uploaded.cy.ts,"Open Global Settings → Styling, switch Color Links By from the default origin mapping to a categorical uploaded link field, and verify different links render different line colors in Cytoscape.",link-color-variable widget updates to the selected uploaded field; the link color table opens; at least two distinct line-color values appear across visible Cytoscape edges with different attribute values.,,"Uploaded links default to origin coloring on this path, so the maintained journey explicitly switches to Contact type and verifies the rendered change.",2026-03-20
CB003,General Settings,Color table individual color change,P1,Covered,lib-related,Behavior,uploaded node + link data with categorical color tables,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/color-by-uploaded.cy.ts,"After enabling uploaded categorical node and link color mappings, change an individual entry in each color table and verify Cytoscape updates only the targeted category.",The edited node and link categories render the new picker value in Cytoscape; unaffected categories keep their prior colors.,,Covered with direct input[type=color] changes on the node-color-table and link-color-table using the same dispatch pattern as grouping polygon color edits.,2026-03-20
EXP001,Export,2D network export to image,P1,Covered,feature-behavior,Behavior,any loaded 2D network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv,cypress/e2e/journeys/flows/network-export-uploaded.cy.ts,Click the export button in the 2D toolbar and verify an SVG image file is written to cypress/downloads/.,A file appears in cypress/downloads/ after clicking export; the file is non-empty; the download filename matches the expected pattern.,,Covered with the real TwoD export button in #tool-btn-container and a maintained SVG artifact assertion.,2026-03-20
SES001,Session,Session save and reload round-trip,P1,Covered,file-type,Behavior,styled and grouped 2D network,TestStyleNodelist_snp.csv; TestStyleEdgelist_snp.csv; Cypress_Test_Style.style,cypress/e2e/journeys/flows/session-roundtrip-uploaded.cy.ts,"Apply style and grouping settings, save the session as a .microbetrace file, reload the app, re-upload the saved file, and verify the 2D network state is restored.",session.style.widgets values match pre-save values after reload; Cytoscape renders with the same node colors and grouping parents after re-upload.,,"Covered by generating a real uncompressed .microbetrace file during the test, then re-uploading it and comparing restored widgets plus visible Cytoscape styles.",2026-03-20
LNK009,2D Settings,Link width by variable on uploaded data,P1,Covered,file-type,Behavior,distance edgelist,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/link-width-opacity-uploaded.cy.ts,On uploaded data open 2D Settings → Links → Shapes and Sizes → set Width By to a variable and verify min/max controls appear and rendered edge widths scale to the configured bounds.,Width fixed-row hides; min/max rows appear; rendered edge widths differ across edges with different variable values; reciprocal toggle can be covered separately where required.,,Covered in the maintained uploaded-data link-width journey by setting Width By to Distance and asserting rendered min/max bounds.,2026-03-20
NET003,2D Settings,Multi-node box select on uploaded data,P2,Covered,file-type,Behavior,uploaded 2D network,AngularTesting_Distance_linklist_BS.csv,cypress/e2e/journeys/flows/node-box-select-uploaded.cy.ts,Select multiple nodes from an uploaded network using the TwoD Cytoscape test harness with a rendered rectangular region and verify backing selection state updates.,cytoscapeInstance.nodes(':selected').length is greater than 1; the selected node ids match the expected set inside the rendered box; commonService.session.data.nodes[*].selected stays in sync.,,Covered with a dedicated TwoD Cypress harness helper that selects visible leaf nodes inside a rendered rectangle and exercises the multi-selection sync path.,2026-03-20
