id,area,subarea,priority,status,category,scope,file_types,fixtures,current_spec,description,primary_assertions,fixture_gap,notes,last_reviewed
G011,Visual Settings,Spacing X updates horizontal scale,P2,Covered,feature-behavior,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-controls-uploaded.cy.ts,Change Visual Settings → Spacing (X) and verify the rendered horizontal scale and SVG width update.,`ganttChartElement.gridWidthX` updates; SVG width grows or shrinks; date-axis positions shift while entry count stays constant.,,Covered in the maintained controls journey after the empty-state runtime banner regression was fixed in product code.,2026-04-04
G012,Visual Settings,Font size updates rendered axes,P2,Covered,feature-behavior,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-controls-uploaded.cy.ts,Change Visual Settings → Font Size and verify the rendered axis labels re-render at the new size.,Rendered x-axis and y-axis text font sizes change; SVG width updates to accommodate the larger labels; existing entries remain visible.,,Covered in the maintained controls journey after the empty-state runtime banner regression was fixed in product code.,2026-04-04
G013,Export,Uploaded Gantt PNG export,P1,Covered,file-type,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-export-uploaded.cy.ts,"Create an uploaded-data Gantt entry, export the view as PNG, and verify the saved artifact is non-empty.",Downloaded file has a PNG signature and non-zero size; the requested filename is used; the export dialog auto-closes after save.,,Covered in the maintained uploaded-data Gantt export flow alongside the SVG and JPEG paths.,2026-04-04
G014,Export,Uploaded Gantt JPEG export,P1,Covered,file-type,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-export-uploaded.cy.ts,"Create an uploaded-data Gantt entry, export the view as JPEG, and verify the saved artifact is non-empty.",Downloaded file has a JPEG signature and non-zero size; the requested filename is used; the export dialog auto-closes after save.,,Covered in the maintained uploaded-data Gantt export flow alongside the SVG and PNG paths.,2026-04-04
G015,Data Mapping,Sparse date fields skip incomplete rows,P1,Covered,feature-behavior,Behavior,node + link,Cypress_GanttEdgeCasesNodes.csv; Cypress_GanttEdgeCasesLinks.csv,cypress/e2e/journeys/flows/gantt-data-mapping-uploaded.cy.ts,"Create a Gantt entry from fields where some nodes have a start date, an end date, or both missing, and verify only complete rows render bars.",Rendered bar count matches only the nodes with both dates populated; no invalid-width bars appear; settings entry still creates without crashing.,,Covered with the synthetic uploaded node+link edge-case fixture after Gantt entry creation was switched to the preserved raw date values instead of the globally backfilled date strings.,2026-04-03
G016,Data Mapping,GMT or timezone-stamped date normalization,P2,Covered,feature-behavior,Behavior,node + link,Cypress_GanttEdgeCasesNodes.csv; Cypress_GanttEdgeCasesLinks.csv,cypress/e2e/journeys/flows/gantt-data-mapping-uploaded.cy.ts,Create a Gantt entry from fields containing `GMT±####` timestamps and verify bars render on the expected calendar dates.,Bars render instead of collapsing; the normalized dates align with the intended day boundaries; exported SVG labels remain sane after normalization.,,Covered with the synthetic uploaded node+link edge-case fixture so the timezone-stripping branch in `makeGanttEntry()` is exercised deterministically.,2026-04-03
G017,Gantt Settings,Default entry-name fallback,P3,Covered,feature-behavior,Behavior,node with sequences,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/gantt-controls-uploaded.cy.ts,Create a new Gantt entry with an empty name and verify the component assigns `Entry 1` style defaults.,The settings table shows `Entry 1`; the legend label uses the generated name; subsequent unnamed entries increment deterministically.,,Covered in the maintained controls journey after the empty-state runtime banner regression was fixed in product code.,2026-04-04
G018,View State,Switch away and back preserves created entries,P2,Covered,feature-behavior,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-controls-uploaded.cy.ts,"Create one or more Gantt entries, switch to another view, then return to Gantt and verify the entries and visual settings remain applied.","Entry rows remain in the settings table; rendered bar count and colors persist; Grid, Spacing, and Font settings remain in effect after re-entry.",,Covered in the maintained controls journey after the empty-state runtime banner regression was fixed in product code.,2026-04-04
G019,Export,Export dialog filetype toggle and cancel path,P3,Covered,file-type,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-export-uploaded.cy.ts,"Toggle the Gantt export dialog between PNG, JPEG, and SVG, then cancel without exporting.",The selected file type changes as expected; cancel closes the dialog cleanly; reopening the dialog starts from a sane state and does not retain a broken filename or filetype combination.,,Covered in the maintained uploaded-data export journey alongside the real SVG/PNG/JPEG writes.,2026-04-03
G020,Load Gantt,Empty-state launch and settings stability,P1,Covered,feature-behavior,Smoke,node + link; node with sequences,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv; AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/gantt-empty-state-uploaded.cy.ts,"Land in Gantt before any entry exists, close and reopen `Gantt Settings`, and verify the empty-state view stays interactive without surfacing the runtime-error banner.","No runtime-error banner appears on the empty state; `Gantt Settings` can be reopened before the first entry is created; the first real entry can still be created immediately afterward.",,Covered in the maintained empty-state Gantt journey on both uploaded node+link and sequence-node fixtures.,2026-04-08
G021,Gantt Settings,Removing the final entry returns to a clean empty state,P1,Covered,feature-behavior,Behavior,node with sequences,AngularTesting_nodelist_withseqs_TN93_BS.csv,cypress/e2e/journeys/flows/gantt-multi-entry-uploaded.cy.ts,"Create one uploaded Gantt entry, remove the final remaining row, and verify the chart returns to a clean empty state that still allows a new entry to be created.","All rendered bars and legend swatches disappear after the last-row removal; the settings table clears; `Gantt Settings` remains usable and a replacement entry can be created without reload.",,Covered in the maintained multi-entry journey by removing the only entry, asserting the empty state, and creating a replacement single-date entry.,2026-04-08
G022,Gantt Settings,New-entry validation blocks empty date selection,P1,Covered,feature-behavior,Behavior,node + link,COVID-19_simulated_NodeList_snp.csv; COVID_Dummy_distance_edgelist_snp.csv,cypress/e2e/journeys/flows/gantt-empty-state-uploaded.cy.ts,"Attempt to click `Create Entry` while the start and end date fields are still `None` and verify the UI prevents an invalid empty entry.","No blank settings-table row is created; no invisible empty chart entry is added; the dialog either stays open with validation feedback or otherwise blocks submission until a valid date field is selected.",,Covered in the maintained empty-state Gantt journey after `Create Entry` was hardened to require a start field before submission.,2026-04-08
